,timestamp,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,uq type,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,status
663,30/10/2023 17:01:00,Non-Rural,54,82,65,67.0,66.5,Deakin University,6.876,66.5,BMP,1.0,,,,,"CSP, BMP, FFP",,6,0,0,1st,,,Yes,Very well,,2023,26-50,,
664,30/10/2023 17:01:31,Rural,60,63,64,62.33,62.75,The University of Notre Dame Fremantle,6.448,62.33,BMP,1.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Yes,Unsure,"WA resident bonus, MM7 rural bonus",2023,11-25,,
665,30/10/2023 17:03:34,Rural,74,68,51,64.33,61.0,The University of Queensland (DD MP),6.0,64.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,Tier 1 (DD RMP),,Yes,Well,,2023,101-250,,
666,30/10/2023 17:03:56,Non-Rural,60,70,66,65.33,65.5,The University of Notre Dame Fremantle,6.96,65.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Unsure,WA residency bonus,2023,26-50,,
667,30/10/2023 17:09:32,Non-Rural,75,66,70,70.33,70.25,The University of Western Australia,6.65,70.25,CSP,3.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,,2023,26-50,,
668,30/10/2023 17:10:21,Non-Rural,64,83,68,71.67,70.75,The University of Melbourne,7.0,71.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Very well,,2023,250+,,
669,30/10/2023 17:12:52,Non-Rural,67,63,86,72.0,75.5,The University of Notre Dame Fremantle,6.13,72.0,CSP,3.0,,,,,"CSP, BMP",,0,0,0,3rd,,,Yes,Well,My degree is a UK 2.1 degree so the GPA is calculated by GEMSAS at 6.13,2023,11-25,,
670,30/10/2023 17:12:55,Non-Rural,73,68,71,70.67,70.75,The University of Melbourne,6.778,70.67,CSP,1.0,,,,,"CSP, BMP",,6,0,0,4th,,,Unsure,Well,Previous healthcare work (paramedic) and used examples in the interview.,2023,101-250,,
671,30/10/2023 17:13:24,Non-Rural,64,59,81,68.0,71.25,The University of Melbourne,6.98,68.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Well,,2023,51-100,,
672,30/10/2023 17:16:37,Non-Rural,70,78,76,74.67,75.0,The University of Melbourne,6.531,74.67,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,,,,Yes,Unsure,,2023,26-50,,
673,30/10/2023 17:17:43,Non-Rural,61,66,87,71.33,75.25,The University of Melbourne,7.0,71.33,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Unsure,,2023,11-25,,
674,30/10/2023 17:18:56,Rural,58,70,60,62.67,62.0,The University of Melbourne,6.67,62.67,BMP,1.0,,,,,"CSP, BMP",,8,0,0,4th,,,Yes,Well,,2023,11-25,,
675,30/10/2023 17:20:02,Non-Rural,58,68,70,65.33,66.5,Macquarie University,7.0,66.5,FFP,1.0,,,,,"CSP, BMP, FFP",,0,0,3,4th,,,Yes,Unsure,,2023,51-100,,
676,30/10/2023 17:21:33,Non-Rural,60,77,65,67.33,66.75,The University of Notre Dame Fremantle,6.64,67.33,CSP,1.0,,,,,"CSP, BMP, FFP",,2,0,0,4th,,,Yes,Well,WA residency bonus,2023,51-100,,
677,30/10/2023 17:22:47,Rural,67,74,57,66.0,63.75,Deakin University,6.1,63.75,CSP,1.0,,,,,"CSP, BMP",,10,0,3,,,,Yes,Unsure,Deakin RTS tier 1,2023,6-10,,
678,30/10/2023 17:25:32,Non-Rural,65,70,74,69.67,70.75,The University of Melbourne,6.83,69.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,Healthcare experience,2023,11-25,,
679,30/10/2023 17:27:13,Rural,54,54,60,56.0,57.0,The University of Queensland (CQ-WB RMP),5.5,56.0,CSP,2.0,,,,,"CSP, BMP",,8,0,0,3rd,Tier 2,,Unsure,Well,"Bundy RMP, and great portfolio.",2023,101-250,,
680,30/10/2023 17:36:09,Rural,58,57,57,57.33,57.25,The University of Queensland (CQ-WB RMP),5.733,57.33,BMP,3.0,,,,,"CSP, BMP",,12,0,0,,Tier 1 (CQ-WB RMP),,Yes,Unsure,,2023,0-5,,
681,30/10/2023 17:41:53,Rural,52,58,72,60.67,63.5,Deakin University,6.4,63.5,BMP,1.0,,,,,"CSP, BMP",,6,0,0,,,,Yes,Unsure,,2023,6-10,,
682,30/10/2023 17:44:50,Non-Rural,65,75,74,71.33,72.0,The University of Western Australia,6.81,72.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Yes,Poorly,,2023,51-100,,
683,30/10/2023 17:46:44,Rural,57,60,71,62.67,64.75,The University of Queensland (CQ-WB RMP),5.7,62.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,Tier 2,,Yes,Unsure,,2023,0-5,,
684,30/10/2023 17:46:45,Non-Rural,61,64,72,65.67,67.25,The University of Western Australia,7.0,67.25,CSP,3.0,,Griffith University,7.0,67.25,"CSP, BMP, FFP",2.0,0,0,0,4th,,,Yes,Poorly,,2023,26-50,,
685,30/10/2023 17:53:44,Rural,72,82,84,79.33,80.5,Griffith University,5.375,80.5,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Very well,,2023,11-25,,
686,30/10/2023 17:53:45,Non-Rural,71,71,70,70.67,70.5,The University of Queensland (Greater Brisbane),7.0,70.67,CSP,1.0,,,,,"CSP, BMP",,2,0,0,4th,,,Yes,Very well,,2023,11-25,,
687,30/10/2023 17:55:09,Non-Rural,68,68,81,72.33,74.5,The University of Queensland (Greater Brisbane),7.0,72.33,CSP,1.0,,,,,"CSP, BMP",,0,2,0,4th,,,Yes,Unsure,,2023,26-50,,
688,30/10/2023 17:56:01,Non-Rural,66,64,74,68.0,69.5,The University of Melbourne,6.99,68.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,Tier 3,,Yes,Well,,2023,11-25,,
689,30/10/2023 18:07:06,Non-Rural,60,73,61,64.67,63.75,,,,,,,The University of Queensland (CQ-WB RMP),7.0,64.67,"CSP, BMP",1.0,0,2,0,4th,Tier 3,,,Well,,2023,26-50,"ANU, Deakin, Griffith, UNDF, UNDS",
690,30/10/2023 18:09:49,Non-Rural,59,74,66,66.33,66.25,,,,,,,The University of Notre Dame Sydney,6.78,66.33,"CSP, FFP",3.0,6,0,0,4th,,,,Unsure,,2023,6-10,"UniMelb, UQ, UWA",
691,30/10/2023 18:15:49,Non-Rural,70,68,77,71.67,73.0,The University of Notre Dame Fremantle,6.4,71.67,CSP,2.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Yes,Well,UND bonus - wa residency,2023,6-10,,
692,30/10/2023 18:18:58,Non-Rural,66,59,85,70.0,73.75,The University of Melbourne,6.95,70.0,CSP,1.0,,,,,CSP,,8,0,0,,,,Yes,Poorly,,2023,26-50,,
693,30/10/2023 18:20:15,Non-Rural,62,56,85,67.67,72.0,Deakin University,6.575,72.0,BMP,5.0,,Australian National University,6.575,72.0,"CSP, BMP",1.0,2,2,0,2nd,,,Yes,Unsure,,2023,6-10,"Deakin, Griffith, UniMelb, UNDS, UoW",Second Round Offer
694,30/10/2023 18:22:15,Non-Rural,71,71,73,71.67,72.0,The University of Melbourne,6.913,71.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Well,,2023,11-25,,
695,30/10/2023 18:22:18,Non-Rural,51,77,63,63.67,63.5,The University of Queensland (CQ-WB RMP),7.0,63.67,CSP,2.0,,,,,"CSP, BMP",,4,0,0,4th,Tier 3,,Yes,Unsure,UQRMP-ROCKY,2023,250+,,
696,30/10/2023 18:26:28,Non-Rural,60,68,69,65.67,66.5,The University of Western Australia,6.85,66.5,CSP,4.0,,The University of Queensland (CQ-WB RMP),6.85,65.67,"CSP, BMP",3.0,0,0,0,,Tier 3,,No,Well,,2023,11-25,"ANU, Griffith, UWA",
697,30/10/2023 18:27:45,Non-Rural,58,78,74,70.0,71.0,The University of Western Australia,6.88,71.0,CSP,3.0,,,,,CSP,,0,0,0,,,,Unsure,Well,,2023,6-10,,
698,30/10/2023 18:29:22,Non-Rural,74,75,71,73.33,72.75,,,,,,,The University of Melbourne,6.9,73.33,CSP,1.0,0,0,0,,,,,Well,,2023,101-250,"Deakin, UQ",
699,30/10/2023 18:32:12,Non-Rural,72,62,72,68.67,69.5,,,,,,,The University of Queensland (DD MP),7.0,68.67,"CSP, BMP, FFP",1.0,0,2,0,2nd,Tier 3,,,Unsure,,2023,11-25,"Deakin, Griffith, UniMelb, UWA, UoW",
700,30/10/2023 18:33:37,Non-Rural,58,70,78,68.67,71.0,The University of Western Australia,6.839,71.0,CSP,4.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,,2023,51-100,,
701,30/10/2023 18:37:34,Rural,62,65,68,65.0,65.75,The University of Notre Dame Fremantle,6.52,65.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Yes,Unsure,WA residency,2023,11-25,,
702,30/10/2023 18:42:17,Non-Rural,63,71,67,67.0,67.0,The University of Notre Dame Fremantle,6.854,67.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,Wa resident,2023,11-25,,
703,30/10/2023 18:46:02,Non-Rural,76,68,71,71.67,71.5,The University of Western Australia,6.95,71.5,CSP,1.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Yes,Unsure,,2023,6-10,,
704,30/10/2023 18:47:55,Non-Rural,65,68,86,73.0,76.25,The University of Melbourne,6.961,73.0,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Well,,2023,26-50,,
705,30/10/2023 18:57:04,Non-Rural,60,72,62,64.67,64.0,,,,,,,The University of Notre Dame Sydney,6.92,64.67,"CSP, BMP",1.0,0,0,0,4th,,,,Poorly,,2023,6-10,"ANU, Griffith, UniMelb, UQ, UoW",
706,30/10/2023 18:58:48,Non-Rural,79,81,100,86.67,90.0,The University of Melbourne,6.875,86.67,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Well,,2023,0-5,,
707,30/10/2023 19:07:32,Non-Rural,71,67,70,69.33,69.5,The University of Notre Dame Sydney,6.9,69.33,FFP,1.0,,,,,"CSP, BMP, FFP",,0,0,5,3rd,,,No,Unsure,,2023,101-250,,
708,30/10/2023 19:11:51,Non-Rural,75,75,77,75.67,76.0,The University of Western Australia,6.844,76.0,CSP,3.0,,Griffith University,6.844,76.0,"CSP, BMP",1.0,0,0,0,4th,,,Unsure,Well,,2023,11-25,UQ,
709,30/10/2023 19:26:25,Non-Rural,56,60,81,65.67,69.5,,,,,,,The University of Notre Dame Sydney,6.78,65.67,"CSP, BMP, FFP",3.0,2,0,0,4th,,,,Poorly,,2023,26-50,"ANU, UWA",
710,30/10/2023 19:33:00,Non-Rural,65,58,80,67.67,70.75,Griffith University,6.792,70.75,CSP,4.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Yes,Well,Grif-GC,2023,26-50,,
711,30/10/2023 19:36:33,Rural,60,72,62,64.67,64.0,,,,,,,The University of Queensland (CQ-WB RMP),7.0,64.67,CSP,2.0,0,0,0,4th,Tier 3,,,Well,,2023,26-50,"Griffith, UniMelb, UNDF, UoW",
712,30/10/2023 19:40:17,Non-Rural,66,76,62,68.0,66.5,The University of Notre Dame Fremantle,6.6,68.0,BMP,4.0,,The University of Queensland (DD MP),7.0,68.0,"CSP, BMP",2.0,0,0,0,3rd,Tier 3,,Yes,Well,Had a Master of Medical Research considered an HDR for UNDF.,2023,6-10,UNDS,
713,30/10/2023 19:55:28,Non-Rural,59,68,70,65.67,66.75,The University of Notre Dame Sydney,6.89,65.67,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,4th,,,Yes,Well,,2023,51-100,,
714,30/10/2023 19:55:59,Non-Rural,63,68,68,66.33,66.75,The University of Western Australia,6.7,66.75,CSP,6.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,,2023,0-5,,
715,30/10/2023 19:56:01,Rural,57,61,64,60.67,61.5,The University of Western Australia,7.0,61.5,CSP,1.0,,,,,"CSP, BMP",,10,0,0,1st,,,Yes,Unsure,"WA residency, MM5",2023,26-50,,
716,30/10/2023 19:56:44,Non-Rural,65,75,71,70.33,70.5,The University of Queensland (CQ-WB RMP),7.0,70.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,Tier 3,,No,Well,UQRMP - Rocky,2023,51-100,,
717,30/10/2023 19:56:51,Non-Rural,66,67,100,77.67,83.25,The University of Melbourne,7.0,77.67,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,,,,Yes,Poorly,,2023,51-100,,
718,30/10/2023 20:05:34,Non-Rural,70,63,58,63.67,62.25,The University of Notre Dame Fremantle,6.84,63.67,CSP,3.0,,,,,"CSP, BMP",,2,0,0,4th,,,Yes,Unsure,,2023,26-50,,
719,30/10/2023 20:11:44,Non-Rural,62,76,77,71.67,73.0,The University of Western Australia,6.938,73.0,CSP,6.0,,The University of Melbourne,6.95,71.67,CSP,1.0,0,0,0,,,,Yes,Very poorly,,2023,51-100,"ANU, Deakin, Griffith, UQ",
720,30/10/2023 20:12:46,Rural,56,60,84,66.67,71.0,The University of Melbourne,6.988,66.67,BMP,1.0,,,,,"CSP, BMP",,8,0,0,,,,Yes,Very poorly,,2023,11-25,,
721,30/10/2023 20:19:01,Non-Rural,73,65,69,69.0,69.0,Deakin University,6.85,69.0,CSP,1.0,,,,,"CSP, BMP",,8,0,0,,,,Yes,Unsure,,2023,51-100,,
722,30/10/2023 20:22:24,Non-Rural,63,56,78,65.67,68.75,,,,,,,Macquarie University,6.844,68.75,"CSP, BMP, FFP",2.0,0,0,0,2nd,,,,Unsure,,2023,6-10,"ANU, Deakin, Griffith, UQ",
723,30/10/2023 20:25:17,Non-Rural,61,73,74,69.33,70.5,The University of Notre Dame Sydney,6.396,69.33,FFP,1.0,,,,,"CSP, BMP, FFP",,0,2,0,4th,,,Yes,Well,,2023,6-10,,
724,30/10/2023 20:27:23,Non-Rural,65,58,86,69.67,73.75,Griffith University,6.64,73.75,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,No,Well,Griffith-SC,2023,11-25,,
725,30/10/2023 20:31:43,Non-Rural,70,65,99,78.0,83.25,The University of Western Australia,7.0,83.25,CSP,1.0,,,,,"CSP, BMP",,0,0,0,3rd,,,Yes,Poorly,,2023,0-5,,
726,30/10/2023 20:37:12,Rural,52,53,59,54.67,55.75,The University of Queensland (CQ-WB RMP),6.0,54.67,BMP,3.0,,Deakin University,6.458,55.75,"CSP, BMP",1.0,8,0,0,1st,Tier 2,,Yes,Well,,2023,11-25,UniMelb,
727,30/10/2023 20:41:36,Non-Rural,60,76,84,73.33,76.0,,,,,,,The University of Queensland (Greater Brisbane),6.53,73.33,"CSP, BMP, FFP",1.0,0,0,0,2nd,,,,Unsure,,2023,6-10,"Griffith, UniMelb, UNDF, UNDS, UWA",
728,30/10/2023 20:44:28,Non-Rural,69,77,62,69.33,67.5,The University of Notre Dame Fremantle,6.668,69.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Poorly,WA Residency,2023,26-50,,
729,30/10/2023 20:53:25,Rural,62,56,65,61.0,62.0,The University of Western Australia,6.917,62.0,CSP,1.0,,,,,"CSP, BMP",,8,0,0,,,,Yes,Well,,2023,101-250,,
730,30/10/2023 20:53:27,Rural,55,59,62,58.67,59.5,Griffith University,6.656,59.5,BMP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,,,,Yes,Well,,2023,26-50,,
731,30/10/2023 21:04:36,Non-Rural,72,68,62,67.33,66.0,,,,,,,The University of Melbourne,6.4,67.33,"CSP, BMP",5.0,0,0,0,2nd,Tier 3,,,Unsure,,2023,0-5,Deakin,
732,30/10/2023 21:11:02,Non-Rural,70,74,73,72.33,72.5,The University of Western Australia,6.854,72.5,CSP,3.0,,,,,"CSP, BMP",,2,0,0,,,,Yes,Well,,2023,11-25,,
733,30/10/2023 21:14:05,Non-Rural,58,87,71,72.0,71.75,,,,,,,The University of Melbourne,6.85,72.0,"CSP, BMP, FFP",1.0,0,0,0,,,,,Unsure,GAM,2023,51-100,,
734,30/10/2023 21:16:44,Non-Rural,60,64,77,67.0,69.5,,,,,,,Macquarie University,6.648,69.5,FFP,6.0,0,2,0,2nd,,,,Poorly,,2023,26-50,,
735,30/10/2023 21:20:47,Non-Rural,60,60,77,65.67,68.5,The University of Western Australia,6.75,68.5,CSP,2.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Unsure,,2023,26-50,,
736,30/10/2023 21:30:17,Non-Rural,70,58,100,76.0,82.0,,,,,,,The University of Western Australia,6.36,82.0,"CSP, BMP, FFP",1.0,0,2,0,2nd,,,,Unsure,WA Resident,2023,26-50,"ANU, Griffith, UniMelb, UNDF, UQ",
737,30/10/2023 21:31:12,Non-Rural,69,78,64,70.33,68.75,The University of Western Australia,6.792,68.75,CSP,2.0,,,,,CSP,,4,0,0,,,,No,Unsure,,2023,0-5,,
738,30/10/2023 21:37:43,Non-Rural,62,78,80,73.33,75.0,,,,,,,The University of Melbourne,6.729,73.33,"CSP, BMP",1.0,0,0,0,4th,,,,Well,WA residency bonus,2023,51-100,"Griffith, UNDF, UNDS, UQ, UWA",
739,30/10/2023 21:39:04,Non-Rural,55,75,68,66.0,66.5,Macquarie University,6.864,66.5,FFP,1.0,,,,,FFP,,0,0,0,,,,No,Unsure,,2023,6-10,,
740,30/10/2023 21:44:56,Non-Rural,69,72,73,71.33,71.75,Deakin University,6.958,71.75,CSP,1.0,,,,,"CSP, BMP, FFP",,2,0,0,,,,Yes,Unsure,,2023,26-50,,
741,30/10/2023 21:44:57,Non-Rural,70,74,64,69.33,68.0,The University of Western Australia,6.952,68.0,CSP,4.0,,,,,"CSP, BMP",,2,0,0,2nd,,,Yes,Poorly,,2023,26-50,,
742,30/10/2023 21:51:00,Rural,66,52,70,62.67,64.5,The University of Melbourne,6.79,62.67,BMP,1.0,,,,,"CSP, BMP",,8,0,0,2nd,Tier 2,,Yes,Unsure,,2023,0-5,,
743,30/10/2023 22:08:55,Non-Rural,57,60,71,62.67,64.75,,,,,,,The University of Notre Dame Fremantle,6.736,62.67,CSP,1.0,0,0,0,4th,,,,Unsure,WA residency scheme and decent portfolio (top 60 to80% of those who interviewed at wollongong as per their feedback),2023,11-25,"ANU, UNDS, UQ, UWA, UoW",
744,30/10/2023 22:21:18,Non-Rural,60,83,60,67.67,65.75,The University of Queensland (CQ-WB RMP),6.75,67.67,CSP,2.0,,,,,"CSP, BMP, FFP",,4,0,0,2nd,Tier 3,,Yes,Very well,,2023,0-5,,
745,30/10/2023 22:28:27,Non-Rural,63,82,69,71.33,70.75,The University of Melbourne,6.8,71.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,3rd,,,Yes,Well,GAM,2023,6-10,,
746,30/10/2023 22:31:29,Non-Rural,53,78,78,69.67,71.75,,,,,,,The University of Wollongong,5.5,71.75,"CSP, BMP, FFP",2.0,0,0,0,4th,,,,Unsure,Moderate portfolio,2023,26-50,"Deakin, Griffith, MQ, UniMelb",
747,30/10/2023 22:34:08,Non-Rural,71,63,69,67.67,68.0,The University of Western Australia,6.88,68.0,CSP,5.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Well,,2023,26-50,,
748,30/10/2023 22:35:18,Rural,61,57,69,62.33,64.0,The University of Queensland (DD MP),6.185,62.33,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,1st,Tier 2,,Yes,Well,,2023,6-10,,
749,30/10/2023 22:37:41,Non-Rural,62,75,68,68.33,68.25,The University of Western Australia,6.875,68.25,CSP,5.0,,,,,CSP,,0,0,0,2nd,,,Yes,Very well,,2023,101-250,,
750,30/10/2023 22:39:25,Rural,70,70,59,66.33,64.5,Griffith University,6.92,64.5,BMP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Poorly,,2023,26-50,,
751,30/10/2023 22:40:38,Non-Rural,57,61,73,63.67,66.0,The University of Western Australia,7.0,66.0,CSP,2.0,,,,,"CSP, BMP",,2,0,0,,,,Yes,Well,,2023,6-10,,
752,30/10/2023 22:45:16,Non-Rural,67,60,73,66.67,68.25,,,,,,,The University of Queensland (DD MP),7.0,66.67,"CSP, BMP",1.0,0,2,0,,Tier 3,,,Well,,2023,51-100,"ANU, Deakin, Griffith, UniMelb",
753,30/10/2023 22:49:03,Rural,61,65,62,62.67,62.5,Griffith University,7.0,62.5,CSP,1.0,,,,,CSP,,0,0,0,4th,,,Yes,Well,Grif-SC,2023,11-25,,
754,30/10/2023 22:51:40,Non-Rural,67,70,75,70.67,71.75,The University of Notre Dame Sydney,6.479,70.67,CSP,2.0,,,,,"CSP, BMP, FFP",,2,2,0,3rd,,,Yes,Well,,2023,26-50,,
755,30/10/2023 23:01:48,Rural,56,69,54,59.67,58.25,The University of Queensland (DD MP),6.842,59.67,CSP,2.0,,Griffith University,6.851,58.25,"CSP, BMP",1.0,0,0,0,,Tier 1 (DD RMP),,Yes,Unsure,,2023,11-25,,
756,30/10/2023 23:08:08,Non-Rural,70,72,74,72.0,72.5,,,,,,,The University of Notre Dame Sydney,6.65,72.0,"CSP, BMP, FFP",1.0,0,0,0,3rd,,,,Poorly,,2023,11-25,"ANU, MQ, UniMelb, UNDF",
757,30/10/2023 23:17:35,Non-Rural,71,75,58,68.0,65.5,The University of Western Australia,7.0,65.5,CSP,1.0,,,,,"CSP, BMP",,0,0,0,3rd,,,Yes,Unsure,,2023,6-10,,
758,30/10/2023 23:21:30,Non-Rural,67,64,95,75.33,80.25,Deakin University,7.0,80.25,CSP,2.0,,The University of Melbourne,6.708,75.33,"CSP, BMP",1.0,2,2,0,,,,Yes,Very poorly,GAM applicant,2023,26-50,,
759,30/10/2023 23:25:34,Non-Rural,63,66,65,64.67,64.75,The University of Western Australia,6.958,64.75,CSP,4.0,,,,,"CSP, BMP",,0,0,0,1st,,,No,Well,,2023,26-50,,
760,30/10/2023 23:28:21,Non-Rural,65,70,62,65.67,64.75,The University of Notre Dame Sydney,6.49,65.67,FFP,3.0,,,,,"CSP, BMP, FFP",,2,0,0,4th,,,No,Well,,2023,11-25,,
761,30/10/2023 23:36:45,Non-Rural,68,70,73,70.33,71.0,The University of Melbourne,7.0,70.33,CSP,1.0,,,,,"CSP, BMP",,0,2,0,,Tier 3,,Yes,Well,,2023,11-25,,
762,30/10/2023 23:44:10,Non-Rural,69,70,68,69.0,68.75,The University of Notre Dame Fremantle,6.463,69.0,CSP,3.0,,,,,"CSP, BMP, FFP",,6,2,0,4th,,,Yes,Very well,,2023,51-100,,
763,30/10/2023 23:51:53,Non-Rural,59,72,67,66.0,66.25,The University of Queensland (CQ-WB RMP),7.0,66.0,CSP,1.0,,,,,CSP,,0,2,0,4th,Tier 3,,Yes,Well,,2023,51-100,,
764,31/10/2023 00:03:11,Non-Rural,70,69,65,68.0,67.25,The University of Notre Dame Sydney,6.688,68.0,FFP,3.0,,,,,"CSP, BMP, FFP",,2,2,0,4th,,,Yes,Very well,,2023,26-50,,
765,31/10/2023 00:04:41,Rural,66,73,77,72.0,73.25,The University of Melbourne,6.4,72.0,BMP,1.0,,,,,"CSP, BMP",,4,0,0,,,,Yes,Well,,2023,26-50,,
766,31/10/2023 00:07:06,Non-Rural,58,56,61,58.33,59.0,,,,,,,The University of Melbourne,6.915,58.33,"CSP, BMP",1.0,4,4,0,,,,,Poorly,GAM application,2023,26-50,"ANU, Deakin, Griffith, UQ",
767,31/10/2023 00:07:22,Rural,57,64,61,60.67,60.75,The University of Melbourne,6.8,60.67,CSP,2.0,,,,,"CSP, BMP",,4,0,0,3rd,,,Yes,Unsure,,2023,6-10,,
768,31/10/2023 00:07:46,Non-Rural,63,84,70,72.33,71.75,The University of Melbourne,6.844,72.33,BMP,1.0,,,,,"CSP, BMP",,2,0,0,4th,,,Unsure,Poorly,GAM,2023,51-100,,
769,31/10/2023 00:16:08,Rural,72,62,54,62.67,60.5,Deakin University,6.89,60.5,CSP,1.0,,,,,"CSP, BMP",,12,0,0,,,,Yes,Unsure,Deakin RTS tier 1,2023,11-25,,
770,31/10/2023 00:16:19,Rural,62,67,61,63.33,62.75,The University of Queensland (DD MP),5.99,63.33,BMP,3.0,,,,,"CSP, BMP",,0,0,0,,Tier 2,,Yes,Unsure,,2023,0-5,,
771,31/10/2023 00:21:24,Non-Rural,61,62,82,68.33,71.75,Griffith University,7.0,71.75,CSP,1.0,,,,,"CSP, BMP",,0,0,0,1st,,,Yes,Well,,2023,26-50,,
772,31/10/2023 00:28:11,Non-Rural,65,73,68,68.67,68.5,,,,,,,Australian National University,6.9,68.5,"CSP, BMP, FFP",1.0,0,2,3,,Tier 3,,,Well,,2023,26-50,"Griffith, MQ, UniMelb, UQ, UWA",
773,31/10/2023 00:32:51,Rural,63,73,69,68.33,68.5,The University of Wollongong,5.5,68.5,CSP,2.0,,The University of Melbourne,6.625,68.33,"CSP, BMP",1.0,8,0,0,2nd,,,No,Well,GAM,2023,26-50,,
774,31/10/2023 00:40:33,Non-Rural,67,69,83,73.0,75.5,Griffith University,6.688,75.5,CSP,2.0,,,,,"CSP, BMP",,2,2,0,4th,,,Yes,Well,,2023,11-25,,
775,31/10/2023 00:40:53,Non-Rural,67,78,93,79.33,82.75,The University of Western Australia,6.688,82.75,CSP,1.0,,,,,"CSP, BMP",,0,2,0,3rd,,,Yes,Unsure,,2023,101-250,,
776,31/10/2023 01:48:49,Rural,69,70,67,68.67,68.25,The University of Western Australia,6.4,68.25,BMP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,incomplete masters recognised at UWA not other unis,2023,0-5,,
777,31/10/2023 01:53:43,Non-Rural,59,65,85,69.67,73.5,The University of Melbourne,7.0,69.67,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Unsure,,2023,11-25,,
778,31/10/2023 02:06:18,Non-Rural,67,61,97,75.0,80.5,The University of Melbourne,7.0,75.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Very poorly,,2023,26-50,,
779,31/10/2023 02:26:48,Non-Rural,62,68,90,73.33,77.5,Griffith University,6.23,77.5,CSP,4.0,,Macquarie University,6.23,77.5,"CSP, BMP, FFP",1.0,0,0,0,,,,Yes,Unsure,,2023,6-10,"UNDS, UQ",
780,31/10/2023 03:01:06,Non-Rural,66,79,76,73.67,74.25,The University of Melbourne,6.69,73.67,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,,,,Yes,Well,,2023,51-100,,
781,31/10/2023 03:02:44,Non-Rural,71,65,84,73.33,76.0,,,,,,,The University of Notre Dame Fremantle,6.625,73.33,"CSP, BMP",1.0,0,0,0,1st,,,,Well,UNDF WA Residency,2023,11-25,"ANU, Deakin, Griffith, UNDS, UWA",
782,31/10/2023 03:24:21,Rural,70,72,51,64.33,61.0,The University of Queensland (DD MP),6.493,64.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,Tier 1 (DD RMP),,Yes,Well,,2023,0-5,,
783,31/10/2023 03:38:51,Non-Rural,61,60,90,70.33,75.25,,,,,,,The University of Western Australia,6.65,75.25,"CSP, BMP",1.0,0,0,0,2nd,,,,Very well,,2023,6-10,"Deakin, Griffith, UNDF, UNDS, UQ",
784,31/10/2023 05:20:56,Rural,58,64,60,60.67,60.5,Deakin University,6.0,60.5,BMP,1.0,,,,,"CSP, BMP",,14,0,0,,,,Yes,Very well,,2023,11-25,,
