,timestamp,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,uq type,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,status
540,30/10/2023 13:11:28,Non-Rural,62,75,71,69.33,69.75,The University of Melbourne,6.5,69.33,CSP,3.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,,2023,26-50,,
541,30/10/2023 13:12:22,Non-Rural,56,70,73,66.33,68.0,The University of Queensland (CQ-WB RMP),6.948,66.33,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,3rd,Tier 3,,Yes,Well,UQRMP- Bundy/Rocky,2023,26-50,,
542,30/10/2023 13:13:03,Non-Rural,69,74,69,70.67,70.25,The University of Wollongong,5.5,70.25,CSP,1.0,,,,,"CSP, BMP, FFP",,2,0,0,4th,,,Yes,Very well,,2023,51-100,,
543,30/10/2023 13:14:21,Non-Rural,66,65,99,76.67,82.25,The University of Queensland (Greater Brisbane),6.95,76.67,CSP,1.0,,,,,CSP,,0,0,0,,,,Unsure,Unsure,,2023,11-25,,
544,30/10/2023 13:15:12,Non-Rural,66,77,72,71.67,71.75,,,,,,,The University of Melbourne,6.68,71.67,"CSP, BMP",1.0,0,0,0,2nd,,,,Unsure,,2023,26-50,"ANU, Deakin, UNDS, UQ, UoW",
545,30/10/2023 13:15:20,Non-Rural,57,62,75,64.67,67.25,Griffith University,7.0,67.25,BMP,3.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Unsure,Well,,2023,26-50,,
546,30/10/2023 13:15:56,Non-Rural,76,78,97,83.67,87.0,,,,,,,The University of Melbourne,6.89,83.67,CSP,1.0,0,0,0,,,,,Well,,2023,51-100,"ANU, Deakin",
547,30/10/2023 13:16:21,Non-Rural,66,68,79,71.0,73.0,The University of Melbourne,7.0,71.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Unsure,Well,,2023,11-25,,
548,30/10/2023 13:17:49,Rural,51,52,77,60.0,64.25,Griffith University,6.5,64.25,BMP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Very well,,2023,26-50,,
549,30/10/2023 13:19:32,Non-Rural,62,72,74,69.33,70.5,,,,,,,The University of Wollongong,5.5,70.5,"CSP, BMP",1.0,4,2,0,4th,,,,Unsure,,2023,26-50,"ANU, Deakin, Griffith, UNDF, UNDS",
550,30/10/2023 13:19:42,Non-Rural,67,71,83,73.67,76.0,The University of Melbourne,6.736,73.67,CSP,1.0,,,,,"CSP, BMP",,0,2,0,3rd,,,Yes,Well,"GAM, strong portfolio",2023,51-100,,
551,30/10/2023 13:21:12,Non-Rural,71,72,65,69.33,68.25,,,,,,,The University of Notre Dame Sydney,6.57,69.33,CSP,1.0,0,0,3,4th,,,,Well,,2023,0-5,MQ,
552,30/10/2023 13:24:39,Non-Rural,55,73,69,65.67,66.5,The University of Queensland (CQ-WB RMP),7.0,65.67,CSP,1.0,,,,,"CSP, BMP, FFP",,4,0,0,4th,Tier 3,,Yes,Very well,,2023,51-100,,
553,30/10/2023 13:25:32,Non-Rural,73,81,91,81.67,84.0,The University of Melbourne,6.9,81.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,,2023,51-100,,
554,30/10/2023 13:29:21,Non-Rural,62,68,82,70.67,73.5,The University of Notre Dame Sydney,6.74,70.67,CSP,1.0,,,,,"CSP, BMP, FFP",,2,2,0,4th,,,Yes,Well,,2023,11-25,,
555,30/10/2023 13:29:58,Non-Rural,72,71,85,76.0,78.25,Australian National University,6.89,78.25,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Unsure,Well,,2023,51-100,,
556,30/10/2023 13:30:56,Non-Rural,66,75,91,77.33,80.75,Deakin University,6.927,80.75,BMP,1.0,,,,,"CSP, BMP",,0,0,0,3rd,,,No,Unsure,,2023,11-25,,
557,30/10/2023 13:32:52,Non-Rural,57,71,80,69.33,72.0,Macquarie University,6.944,72.0,FFP,6.0,,The University of Melbourne,7.0,69.33,CSP,2.0,0,0,0,1st,,,Yes,Unsure,,2023,26-50,"Deakin, Griffith, UQ",
558,30/10/2023 13:33:24,Non-Rural,63,66,79,69.33,71.75,Deakin University,6.22,71.75,BMP,4.0,,The University of Wollongong,5.5,71.75,"CSP, BMP",2.0,0,0,0,3rd,,,Yes,Well,,2023,26-50,UniMelb,
559,30/10/2023 13:34:07,Non-Rural,58,81,57,65.33,63.25,The University of Notre Dame Sydney,6.91,65.33,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,4th,,,Yes,Unsure,,2023,11-25,,
560,30/10/2023 13:34:51,Non-Rural,66,71,96,77.67,82.25,,,,,,,Australian National University,6.29,82.25,"CSP, BMP, FFP",3.0,0,0,0,,,,,Well,Offered a guaranteed full fee med place at Uni Melb,2023,26-50,"Griffith, MQ, UNDS",
561,30/10/2023 13:34:51,Non-Rural,70,66,83,73.0,75.5,The University of Melbourne,6.85,73.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,,2023,0-5,,
562,30/10/2023 13:35:16,Non-Rural,72,68,80,73.33,75.0,The University of Melbourne,6.875,73.33,CSP,1.0,,,,,"CSP, BMP",,2,0,0,,,,Yes,Well,,2023,11-25,,
563,30/10/2023 13:35:34,Rural,73,69,76,72.67,73.5,The University of Notre Dame Sydney,6.5,72.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,3rd,,,No,Well,,2023,0-5,,
564,30/10/2023 13:36:35,Non-Rural,59,73,69,67.0,67.5,The University of Melbourne,6.78,67.0,CSP,1.0,,,,,"CSP, BMP, FFP",,6,0,0,4th,,,Yes,Unsure,GAM,2023,51-100,,
565,30/10/2023 13:39:15,Rural,53,59,69,60.33,62.5,Deakin University,6.96,62.5,BMP,2.0,,The University of Melbourne,6.96,60.33,"CSP, BMP",1.0,10,0,0,,,,Yes,Unsure,,2023,26-50,,
566,30/10/2023 13:40:14,Non-Rural,65,83,65,71.0,69.5,The University of Melbourne,6.851,71.0,BMP,3.0,,Griffith University,6.844,69.5,"CSP, BMP",1.0,0,0,0,,,,No,Very well,,2023,6-10,UQ,
567,30/10/2023 13:41:20,Non-Rural,63,77,77,72.33,73.5,,,,,,,The University of Wollongong,5.5,73.5,"CSP, BMP",3.0,0,0,0,4th,,,,Well,Above average portfolio,2023,11-25,"ANU, UNDF, UWA",
568,30/10/2023 13:42:49,Non-Rural,60,69,60,63.0,62.25,The University of Wollongong,5.5,62.25,CSP,2.0,,,,,"CSP, BMP",,4,0,0,4th,,,Yes,Well,Strong diverse portfolio (IMO),2023,26-50,,
569,30/10/2023 13:42:55,Non-Rural,65,79,74,72.67,73.0,Australian National University,6.87,73.0,CSP,1.0,,,,,"CSP, BMP",,0,2,0,4th,,,No,Well,,2023,51-100,,
570,30/10/2023 13:48:15,Non-Rural,77,70,77,74.67,75.25,The University of Melbourne,6.76,74.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,1st,,,Yes,Poorly,,2023,0-5,,
571,30/10/2023 13:50:18,Non-Rural,63,61,65,63.0,63.5,Deakin University,6.57,63.5,CSP,1.0,,,,,"CSP, BMP",,10,0,0,,,,Yes,Well,,2023,11-25,,
572,30/10/2023 13:50:53,Rural,72,67,73,70.67,71.25,The University of Melbourne,6.85,70.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,2nd,,,Unsure,Unsure,,2023,6-10,,
573,30/10/2023 13:57:21,Non-Rural,68,90,73,77.0,76.0,The University of Melbourne,6.73,77.0,CSP,1.0,,,,,"CSP, BMP",,0,2,0,4th,,,Yes,Well,,2023,6-10,,
574,30/10/2023 13:59:15,Non-Rural,58,72,68,66.0,66.5,The University of Notre Dame Fremantle,6.979,66.0,CSP,2.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Poorly,No UND Bonuses,2023,101-250,,
575,30/10/2023 13:59:25,Rural,59,60,63,60.67,61.25,Griffith University,6.715,61.25,BMP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Unsure,Well,,2023,11-25,,
576,30/10/2023 13:59:25,Non-Rural,69,69,67,68.33,68.0,The University of Notre Dame Fremantle,6.56,68.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,WA residency scheme,2023,26-50,,
577,30/10/2023 14:00:02,Non-Rural,65,73,62,66.67,65.5,Deakin University,7.0,65.5,CSP,1.0,,,,,"CSP, BMP",,10,0,0,4th,,,Yes,Unsure,,2023,0-5,,
578,30/10/2023 14:00:22,Non-Rural,60,71,66,65.67,65.75,The University of Wollongong,5.5,65.75,CSP,3.0,,,,,"CSP, BMP",,0,0,0,3rd,,,Yes,Well,Strong portfolio,2023,51-100,,
579,30/10/2023 14:00:37,Non-Rural,62,67,69,66.0,66.75,,,,,,,Deakin University,6.708,66.75,"CSP, BMP",1.0,8,0,0,,,,,Very well,,2023,11-25,"ANU, Griffith, UniMelb, UQ, UWA",
580,30/10/2023 14:02:16,Non-Rural,59,81,55,65.0,62.5,,,,,,,The University of Notre Dame Fremantle,6.85,65.0,"CSP, BMP",1.0,0,0,0,4th,,,,Unsure,WA Residency,2023,0-5,UoW,
581,30/10/2023 14:04:01,Non-Rural,59,83,60,67.33,65.5,The University of Queensland (CQ-WB RMP),7.0,67.33,CSP,2.0,,,,,"CSP, BMP",,0,2,0,4th,Tier 3,,Yes,Poorly,UQRMP - Bundy,2023,51-100,,
582,30/10/2023 14:06:15,Rural,66,75,68,69.67,69.25,Deakin University,7.0,69.25,CSP,1.0,,,,,"CSP, BMP",,16,0,0,,,,Yes,Poorly,RTS Tier 1,2023,101-250,,
583,30/10/2023 14:07:15,Non-Rural,69,75,70,71.33,71.0,The University of Melbourne,6.919,71.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,,2023,51-100,,
584,30/10/2023 14:07:32,Non-Rural,67,76,71,71.33,71.25,The University of Queensland (CQ-WB RMP),7.0,71.33,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,4th,Tier 3,,Yes,Well,UQRMP Toowoomba top preference,2023,26-50,,
585,30/10/2023 14:08:44,Non-Rural,64,68,70,67.33,68.0,The University of Melbourne,7.0,67.33,CSP,1.0,,,,,"CSP, BMP",,2,0,0,,Tier 3,,Yes,Well,,2023,11-25,,
586,30/10/2023 14:13:09,Non-Rural,63,74,62,66.33,65.25,,,,,,,The University of Notre Dame Sydney,6.884,66.33,"CSP, BMP, FFP",1.0,0,0,0,4th,,,,Well,,2023,0-5,ANU,
587,30/10/2023 14:13:32,Non-Rural,59,80,74,71.0,71.75,,,,,,,The University of Melbourne,6.89,71.0,"CSP, BMP",1.0,0,0,0,3rd,,,,Unsure,,2023,51-100,"ANU, Deakin, Griffith, UNDS, UQ",
588,30/10/2023 14:17:28,Non-Rural,67,60,75,67.33,69.25,,,,,,,Deakin University,6.948,69.25,CSP,1.0,4,0,0,,,,,Unsure,,2023,26-50,"ANU, Griffith, UniMelb, UQ, UWA",
589,30/10/2023 14:17:54,Non-Rural,67,70,81,72.67,74.75,The University of Melbourne,7.0,72.67,BMP,1.0,,,,,"CSP, BMP",,2,0,0,,,,Yes,Unsure,,2023,51-100,,
590,30/10/2023 14:18:11,Non-Rural,62,68,73,67.67,69.0,The University of Queensland (Greater Brisbane),7.0,67.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,Honours,2023,6-10,,
591,30/10/2023 14:18:40,Non-Rural,60,78,62,66.67,65.5,,,,,,,The University of Notre Dame Fremantle,6.44,66.67,"CSP, BMP, FFP",6.0,4,0,0,4th,,,,Very well,,2023,51-100,,
592,30/10/2023 14:21:47,Non-Rural,73,64,75,70.67,71.75,The University of Melbourne,6.868,70.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,,2023,11-25,,
593,30/10/2023 14:22:05,Non-Rural,64,74,65,67.67,67.0,The University of Notre Dame Fremantle,6.938,67.67,CSP,5.0,,The University of Notre Dame Sydney,6.938,67.67,"CSP, BMP",4.0,2,0,0,4th,,,Yes,Unsure,,2023,11-25,"ANU, Deakin, UniMelb",
594,30/10/2023 14:23:53,Non-Rural,65,79,62,68.67,67.0,,,,,,,The University of Notre Dame Sydney,6.969,68.67,"CSP, BMP, FFP",1.0,2,0,0,4th,,,,Well,,2023,11-25,"ANU, Deakin, Griffith, UniMelb, UNDF",
595,30/10/2023 14:25:45,Non-Rural,71,69,74,71.33,72.0,Griffith University,6.938,72.0,CSP,1.0,,,,,CSP,,0,2,0,3rd,,,Yes,Unsure,,2023,26-50,,
596,30/10/2023 14:27:38,Non-Rural,52,74,91,72.33,77.0,Deakin University,6.99,77.0,CSP,1.0,,,,,"CSP, BMP",,4,0,0,,,,Yes,Well,,2023,11-25,,
597,30/10/2023 14:30:52,Non-Rural,58,64,68,63.33,64.5,Macquarie University,6.9,64.5,FFP,2.0,,,,,"CSP, BMP",,0,0,0,3rd,,,Yes,Well,,2023,11-25,,
598,30/10/2023 14:30:53,Non-Rural,57,78,62,65.67,64.75,The University of Notre Dame Fremantle,6.951,65.67,CSP,4.0,,,,,"CSP, BMP",,0,0,0,3rd,,,No,Very poorly,UNDF - NOT a WA resident,2023,11-25,,
599,30/10/2023 14:32:58,Non-Rural,55,68,85,69.33,73.25,The University of Melbourne,6.906,69.33,BMP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,,2023,11-25,,
600,30/10/2023 14:36:58,Rural,57,59,61,59.0,59.5,,,,,,,Deakin University,6.97,59.5,"CSP, BMP",2.0,8,0,0,1st,,,,Poorly,,2023,0-5,Griffith,
601,30/10/2023 14:37:05,Non-Rural,64,62,72,66.0,67.5,,,,,,,Macquarie University,6.8,67.5,"CSP, BMP, FFP",1.0,2,0,0,,,,,Well,,2023,11-25,"ANU, Deakin, Griffith, UniMelb",
602,30/10/2023 14:38:05,Non-Rural,57,70,76,67.67,69.75,Deakin University,6.778,69.75,CSP,1.0,,,,,"CSP, BMP, FFP",,2,0,0,3rd,Tier 3,,Yes,Poorly,,2023,0-5,,
603,30/10/2023 14:42:19,Non-Rural,59,65,88,70.67,75.0,Griffith University,7.0,75.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Well,,2023,6-10,,
604,30/10/2023 14:44:29,Non-Rural,61,79,64,68.0,67.0,The University of Wollongong,5.5,67.0,CSP,1.0,,,,,"CSP, BMP",,4,0,0,4th,,,Yes,Well,"WA Resident Bonus, Average portfolio",2023,26-50,,
605,30/10/2023 14:46:38,Non-Rural,70,81,79,76.67,77.25,Deakin University,6.722,77.25,CSP,2.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Poorly,,2023,26-50,,
606,30/10/2023 14:49:00,Non-Rural,62,78,68,69.33,69.0,,,,,,,The University of Queensland (CQ-WB RMP),6.825,69.33,"CSP, BMP, FFP",1.0,0,0,0,4th,Tier 3,,,Unsure,,2023,11-25,"Griffith, UniMelb, UNDF, UNDS, UWA",
607,30/10/2023 14:50:02,Non-Rural,66,85,73,74.67,74.25,The University of Melbourne,6.95,74.67,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Poorly,,2023,51-100,,
608,30/10/2023 14:50:09,Non-Rural,60,72,68,66.67,67.0,,,,,,,The University of Notre Dame Fremantle,6.96,66.67,"CSP, BMP",1.0,0,0,0,4th,,,,Unsure,WA Residency Bonus,2023,26-50,UWA,
609,30/10/2023 14:50:34,Non-Rural,63,63,82,69.33,72.5,Deakin University,6.917,72.5,CSP,1.0,,,,,CSP,,2,0,0,,,,Yes,Unsure,,2023,51-100,,
610,30/10/2023 15:00:07,Non-Rural,68,70,65,67.67,67.0,The University of Notre Dame Fremantle,6.98,67.67,CSP,2.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,,2023,11-25,,
611,30/10/2023 15:02:20,Non-Rural,65,67,73,68.33,69.5,,,,,,,The University of Notre Dame Sydney,6.87,68.33,"CSP, BMP, FFP",1.0,2,0,0,3rd,,,,Poorly,,2023,26-50,"ANU, Deakin, Griffith, UniMelb, UoW",
612,30/10/2023 15:02:44,Non-Rural,62,64,98,74.67,80.5,The University of Melbourne,6.97,74.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,,2023,51-100,,
613,30/10/2023 15:04:23,Non-Rural,65,73,95,77.67,82.0,The University of Melbourne,7.0,77.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,,2023,26-50,,
614,30/10/2023 15:04:27,Non-Rural,70,62,69,67.0,67.5,The University of Notre Dame Sydney,6.83,67.0,FFP,2.0,,The University of Wollongong,5.5,67.5,"CSP, BMP, FFP",1.0,2,0,0,3rd,Tier 3,,Yes,Well,,2023,51-100,,
615,30/10/2023 15:07:24,Rural,64,58,65,62.33,63.0,Griffith University,6.4,63.0,BMP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Very well,,2023,26-50,,
616,30/10/2023 15:07:46,Non-Rural,61,75,59,65.0,63.5,Griffith University,6.55,63.5,CSP,2.0,,The University of Notre Dame Sydney,6.75,65.0,"CSP, BMP",1.0,0,0,0,4th,Tier 3,,Yes,Very well,,2023,6-10,,
617,30/10/2023 15:15:00,Non-Rural,64,68,74,68.67,70.0,,,,,,,The University of Notre Dame Fremantle,6.9,68.67,"CSP, BMP, FFP",1.0,0,0,0,4th,Tier 3,,,Poorly,WA residency,2023,26-50,"Griffith, UniMelb, UNDS, UQ, UWA",
618,30/10/2023 15:15:35,Non-Rural,60,62,76,66.0,68.5,The University of Queensland (CQ-WB RMP),6.88,66.0,CSP,1.0,,,,,"CSP, BMP",,2,0,0,,Tier 3,,Unsure,Very well,,2023,51-100,,
619,30/10/2023 15:16:50,Non-Rural,57,64,77,66.0,68.75,,,,,,,The University of Western Australia,6.7,68.75,"CSP, BMP",1.0,0,0,0,3rd,,,,Unsure,,2023,0-5,"ANU, Griffith, UNDF, UNDS, UQ",
620,30/10/2023 15:18:04,Non-Rural,62,64,71,65.67,67.0,The University of Western Australia,6.958,67.0,CSP,4.0,,The University of Queensland (CQ-WB RMP),6.9,65.67,"CSP, BMP",3.0,0,0,0,,Tier 3,,Unsure,Well,,2023,51-100,,
621,30/10/2023 15:21:22,Rural,72,61,54,62.33,60.25,The University of Notre Dame Sydney,5.741,62.33,BMP,1.0,,,,,"CSP, BMP",,6,0,0,3rd,Tier 1 (DD RMP),,Yes,Unsure,,2023,0-5,,
622,30/10/2023 15:22:05,Non-Rural,63,62,68,64.33,65.25,The University of Notre Dame Fremantle,6.5,64.33,BMP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Unsure,WA resident,2023,6-10,,
623,30/10/2023 15:26:58,Non-Rural,61,80,54,65.0,62.25,The University of Notre Dame Fremantle,6.7,65.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Well,WA residency,2023,0-5,,
624,30/10/2023 15:30:30,Non-Rural,64,69,57,63.33,61.75,The University of Notre Dame Sydney,6.907,63.33,FFP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,4th,,,Yes,Unsure,,2023,26-50,,
625,30/10/2023 15:33:44,Rural,68,64,69,67.0,67.5,The University of Western Australia,6.58,67.5,BMP,4.0,,The University of Melbourne,6.875,67.0,"CSP, BMP",1.0,10,0,0,,,,Unsure,Unsure,GAM. Got into USyd so probably going there.,2023,0-5,"Deakin, Griffith",
626,30/10/2023 15:35:35,Rural,66,66,58,63.33,62.0,The University of Queensland (CQ-WB RMP),6.0,63.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,Tier 1 (CQ-WB RMP),,Yes,Well,,2023,6-10,,
627,30/10/2023 15:38:41,Rural,57,76,62,65.0,64.25,,,,,,,The University of Notre Dame Sydney,6.71,65.0,"CSP, BMP",3.0,0,0,0,1st,,,,Well,,2023,26-50,"Deakin, UoW",
628,30/10/2023 15:38:54,Non-Rural,67,85,89,80.33,82.5,The University of Melbourne,6.638,80.33,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,4th,,,Yes,Very poorly,,2023,11-25,,
629,30/10/2023 15:40:56,Rural,50,70,51,57.0,55.5,The University of Melbourne,6.78,57.0,FFP,1.0,,,,,"CSP, BMP, FFP",,4,0,3,1st,,,Yes,Unsure,"GAM - rural, extensive portfolio",2023,51-100,,
630,30/10/2023 15:41:51,Non-Rural,55,79,74,69.33,70.5,Griffith University,6.973,70.5,CSP,1.0,,,,,"CSP, BMP",,2,0,0,4th,,,Yes,Very well,,2023,51-100,,
631,30/10/2023 15:43:43,Non-Rural,52,83,53,62.67,60.25,The University of Notre Dame Fremantle,6.56,62.67,CSP,1.0,,,,,"CSP, BMP",,0,0,0,4th,,,Yes,Unsure,WA Residency,2023,6-10,,
632,30/10/2023 15:45:55,Non-Rural,73,67,90,76.67,80.0,Griffith University,6.46,80.0,BMP,4.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Poorly,,2023,6-10,,
633,30/10/2023 15:46:29,Non-Rural,77,81,62,73.33,70.5,The University of Melbourne,6.9,73.33,CSP,1.0,,,,,"CSP, BMP",,0,2,0,4th,,,Yes,Well,,2023,6-10,,
634,30/10/2023 15:48:13,Non-Rural,57,76,62,65.0,64.25,,,,,,,The University of Notre Dame Sydney,6.75,65.0,"CSP, BMP",3.0,0,0,0,4th,,,,Well,,2023,26-50,"Deakin, UoW",
635,30/10/2023 15:50:24,Rural,61,67,63,63.67,63.5,Griffith University,6.96,63.5,BMP,1.0,,,,,BMP,,0,0,0,,,,Yes,Well,Griffith SC preference and offer,2023,6-10,,
636,30/10/2023 15:52:43,Rural,55,71,58,61.33,60.5,The University of Melbourne,6.217,61.33,FFP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,,,,Yes,Unsure,,2023,26-50,,
637,30/10/2023 15:54:56,Non-Rural,61,60,68,63.0,64.25,The University of Queensland (CQ-WB RMP),6.924,63.0,CSP,2.0,,,,,"CSP, BMP",,0,0,0,,Tier 3,,Yes,Very well,UQRMP-Bundaberg,2023,0-5,,
638,30/10/2023 15:58:34,Non-Rural,58,82,69,69.67,69.5,,,,,,,The University of Melbourne,7.0,69.67,"CSP, BMP",1.0,0,0,0,,,,,Well,,2023,51-100,"ANU, Griffith, UQ, UWA",
639,30/10/2023 16:01:21,Non-Rural,66,75,73,71.33,71.75,Deakin University,6.967,71.75,CSP,1.0,,,,,"CSP, BMP",,8,0,0,,,,Yes,Unsure,,2023,0-5,,
640,30/10/2023 16:02:40,Non-Rural,62,67,70,66.33,67.25,The University of Notre Dame Sydney,6.99,66.33,FFP,1.0,,,,,"CSP, BMP, FFP",,2,0,0,4th,,,Yes,Unsure,,2023,51-100,,
641,30/10/2023 16:02:54,Non-Rural,64,61,70,65.0,66.25,Deakin University,6.854,66.25,CSP,2.0,,,,,"CSP, BMP, FFP",,8,0,0,4th,,,Yes,Well,,2023,26-50,,
642,30/10/2023 16:03:00,Non-Rural,63,81,70,71.33,71.0,The University of Melbourne,6.988,71.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Well,,2023,51-100,,
643,30/10/2023 16:04:12,Rural,68,59,69,65.33,66.25,The University of Melbourne,6.65,65.33,CSP,1.0,,,,,"CSP, BMP",,8,0,0,,,,Yes,Well,,2023,11-25,,
644,30/10/2023 16:08:13,Rural,64,79,52,65.0,61.75,Deakin University,6.616,61.75,CSP,1.0,,,,,"CSP, BMP",,12,0,0,,,,Yes,Unsure,Deakin RTS tier 1 (Although sat GAMSAT prior to rule change),2023,26-50,,
645,30/10/2023 16:11:56,Non-Rural,57,66,85,69.33,73.25,Australian National University,6.97,73.25,CSP,3.0,,Deakin University,7.0,73.25,"CSP, BMP, FFP",2.0,0,2,0,,,,Yes,Unsure,,2023,6-10,"MQ, UQ, UWA",
646,30/10/2023 16:14:51,Non-Rural,61,72,65,66.0,65.75,Macquarie University,6.885,65.75,FFP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,4th,,,Yes,Poorly,,2023,11-25,,
647,30/10/2023 16:17:07,Non-Rural,64,69,75,69.33,70.75,The University of Melbourne,6.975,69.33,CSP,1.0,,,,,"CSP, BMP",,0,4,0,2nd,,,Yes,Unsure,,2023,51-100,,
648,30/10/2023 16:20:28,Non-Rural,68,60,95,74.33,79.5,Griffith University,7.0,79.5,CSP,1.0,,,,,CSP,,0,0,0,,,,Yes,Well,,2023,0-5,,
649,30/10/2023 16:21:29,Non-Rural,71,75,76,74.0,74.5,The University of Melbourne,6.975,74.0,CSP,1.0,,,,,"CSP, BMP",,0,2,0,,,,Yes,Well,PhD student,2023,26-50,,
650,30/10/2023 16:22:23,Non-Rural,72,61,78,70.33,72.25,,,,,,,The University of Queensland (Greater Brisbane),7.0,70.33,"CSP, BMP",2.0,0,0,0,,Tier 3,,,Unsure,,2023,6-10,"ANU, Deakin, UniMelb, UWA",
651,30/10/2023 16:23:24,Non-Rural,54,67,73,64.67,66.75,Australian National University,6.8,66.75,CSP,3.0,,,,,"CSP, BMP",,2,2,0,,,,Yes,Poorly,,2023,26-50,,
652,30/10/2023 16:26:33,Non-Rural,66,53,90,69.67,74.75,The University of Melbourne,7.0,69.67,CSP,1.0,,,,,"CSP, BMP, FFP",,0,0,0,,,,Yes,Poorly,,2023,26-50,,
653,30/10/2023 16:27:36,Non-Rural,59,77,71,69.0,69.5,Griffith University,7.0,69.5,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Unsure,Griffith GC,2023,51-100,,
654,30/10/2023 16:30:27,Non-Rural,66,72,68,68.67,68.5,,,,,,,The University of Melbourne,6.9,68.67,CSP,1.0,2,0,0,,,,,Very well,,2023,11-25,,
655,30/10/2023 16:30:41,Non-Rural,65,77,91,77.67,81.0,The University of Western Australia,7.0,81.0,CSP,5.0,,The University of Melbourne,7.0,77.67,"CSP, BMP",1.0,2,0,0,,,,Unsure,Unsure,,2023,11-25,"ANU, Deakin, Griffith",
656,30/10/2023 16:31:07,Non-Rural,78,68,65,70.33,69.0,The University of Melbourne,6.896,70.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Very well,,2023,6-10,,
657,30/10/2023 16:31:09,Rural,64,76,73,71.0,71.5,The University of Melbourne,7.0,71.0,CSP,1.0,,,,,"CSP, BMP",,2,2,0,4th,,,Yes,Unsure,,2023,51-100,,
658,30/10/2023 16:42:13,Rural,67,78,73,72.67,72.75,The University of Melbourne,6.256,72.67,BMP,1.0,,,,,"CSP, BMP",,8,0,0,4th,,,Yes,Unsure,,2023,6-10,,
659,30/10/2023 16:47:11,Rural,66,72,69,69.0,69.0,The University of Melbourne,6.85,69.0,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Unsure,Well,,2023,51-100,,
660,30/10/2023 16:50:07,Non-Rural,62,66,74,67.33,69.0,The University of Melbourne,7.0,67.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Poorly,,2023,101-250,,
661,30/10/2023 16:55:36,Non-Rural,65,65,82,70.67,73.5,The University of Queensland (CQ-WB RMP),6.47,70.67,CSP,2.0,,,,,"CSP, BMP",,0,0,0,,Tier 3,,Yes,Unsure,,2023,11-25,,
662,30/10/2023 16:58:55,Non-Rural,67,80,64,70.33,68.75,The University of Melbourne,6.96,70.33,CSP,1.0,,,,,"CSP, BMP",,0,0,0,,,,Yes,Poorly,,2023,11-25,,
