,Timestamp,Rurality,University,Final Combo Score,GPA,GAMSAT,Raw Combo Score,UQ RMP/MP Tier,CASPer Quartile,Deakin Bonus,ANU Bonus,MQ Bonus (GPA),Notes,Outlier?
182,11/11/2023 21:01:01,Non-Rural,The University of Melbourne,1.67098571428571,6.75,70.67,1.67098571428571,N/A,2nd,0,2,0,-,-
183,30/08/2023 15:20:31,Non-Rural,The University of Melbourne,1.66857142857143,6.85,69,1.66857142857143,N/A,1st,2,0,0,-,-
184,30/08/2023 11:27:49,Non-Rural,The University of Melbourne,1.57044285714286,6.98,57.33,1.57044285714286,N/A,4th,4,0,0,"(marked as an outlier as outside of LL expected for interview and significantly skews data, but that  doesn't mean it illegitimate given GAM could be a factor -Luke)",Yes
185,30/08/2023 12:42:02,Non-Rural,The University of Notre Dame Fremantle,1.69801428571429,6.823,72.33,1.69801428571429,Tier 3,1st,0,0,0,-,
186,30/08/2023 11:58:40,Non-Rural,The University of Notre Dame Fremantle,1.67241428571429,6.76,70.67,1.67241428571429,N/A,4th,0,0,0,-,
187,30/08/2023 17:08:16,Non-Rural,The University of Notre Dame Fremantle,1.6633,7,66.33,1.6633,N/A,4th,0,0,0,WA resident,
188,02/09/2023 17:25:50,Non-Rural,The University of Notre Dame Fremantle,1.6633,6.86,68.33,1.6633,N/A,4th,0,0,0,WA Resident,
189,30/08/2023 17:34:54,Non-Rural,The University of Notre Dame Fremantle,1.66312857142857,6.625,71.67,1.66312857142857,N/A,2nd,0,0,0,below average portfolio,
190,01/09/2023 17:37:35,Non-Rural,The University of Notre Dame Fremantle,1.66098571428571,6.96,66.67,1.66098571428571,N/A,4th,0,0,0,Eligible for WA Residency Bonus,
191,30/08/2023 11:54:27,Non-Rural,The University of Notre Dame Fremantle,1.65812857142857,6.8,68.67,1.65812857142857,Tier 3,4th,0,0,0,WA resident,
192,30/08/2023 21:29:26,Non-Rural,The University of Notre Dame Fremantle,1.657,6.979,66,1.657,N/A,4th,0,0,0,No WA residency or HDR bonus.,Lowest I > Max R
193,30/08/2023 12:25:45,Non-Rural,The University of Notre Dame Fremantle,1.6533,7,65.33,1.6533,N/A,4th,0,0,0,WA resident,-
194,03/09/2023 14:02:13,Non-Rural,The University of Notre Dame Fremantle,1.65142857142857,6.87,67,1.65142857142857,N/A,4th,0,0,0,-,-
195,30/08/2023 13:48:00,Non-Rural,The University of Notre Dame Fremantle,1.6497,6.951,65.67,1.6497,N/A,3rd,0,0,0,-,-
196,30/08/2023 14:20:00,Non-Rural,The University of Notre Dame Fremantle,1.64812857142857,6.94,65.67,1.64812857142857,N/A,4th,0,0,0,-,-
197,30/08/2023 13:45:26,Non-Rural,The University of Notre Dame Fremantle,1.64615714285714,6.95,65.33,1.64615714285714,N/A,4th,0,0,0,WA resident,-
198,30/08/2023 11:43:07,Non-Rural,The University of Notre Dame Fremantle,1.64587142857143,6.668,69.33,1.64587142857143,N/A,4th,0,0,0,"Strong UOW Portfolio, WA resident",-
199,03/09/2023 17:59:19,Non-Rural,The University of Notre Dame Fremantle,1.63812857142857,6.87,65.67,1.63812857142857,N/A,3rd,0,2,0,-,-
200,31/08/2023 01:13:34,Non-Rural,The University of Notre Dame Fremantle,1.63285714285714,6.88,65,1.63285714285714,N/A,4th,0,0,0,WA resident,-
201,30/08/2023 20:19:40,Non-Rural,The University of Notre Dame Fremantle,1.6253,6.664,67.33,1.6253,N/A,4th,2,0,0,WA residency bonus,-
202,01/09/2023 11:27:07,Non-Rural,The University of Notre Dame Fremantle,1.62244285714286,6.644,67.33,1.62244285714286,N/A,4th,0,0,0,WA resident,-
203,30/08/2023 14:21:43,Non-Rural,The University of Notre Dame Fremantle,1.61857142857143,6.5,69,1.61857142857143,Tier 3,4th,2,2,0,-,-
204,31/08/2023 11:59:05,Non-Rural,The University of Notre Dame Fremantle,1.61687142857143,6.885,63.33,1.61687142857143,N/A,4th,2,0,0,Above average portfolio,-
205,30/08/2023 12:49:21,Non-Rural,The University of Notre Dame Fremantle,1.61328571428571,6.463,69,1.61328571428571,N/A,4th,6,2,0,-,-
206,15/09/2023 11:41:01,Non-Rural,The University of Notre Dame Fremantle,1.61098571428571,6.75,64.67,1.61098571428571,N/A,4th,0,0,0,-,-
207,18/10/2023 15:45:43,Non-Rural,The University of Notre Dame Fremantle,1.61044285714286,6.28,71.33,1.61044285714286,Tier 3,4th,0,2,0,-,-
208,31/08/2023 15:45:47,Non-Rural,The University of Notre Dame Fremantle,1.60384285714286,6.77,63.67,1.60384285714286,N/A,4th,4,0,0,Good portfolio,-
209,30/08/2023 11:43:46,Non-Rural,The University of Notre Dame Fremantle,1.59784285714286,6.588,65.67,1.59784285714286,N/A,3rd,0,0,0,-,-
210,30/08/2023 19:17:44,Non-Rural,The University of Notre Dame Fremantle,1.5933,6.51,66.33,1.5933,N/A,4th,0,0,0,-,-
211,31/08/2023 15:58:54,Non-Rural,The University of Notre Dame Fremantle,1.5833,6.44,66.33,1.5833,N/A,4th,4,0,0,-,-
212,29/10/2023 00:42:45,Non-Rural,The University of Notre Dame Fremantle,1.56914285714286,6.504,64,1.56914285714286,N/A,4th,0,0,0,-,-
213,30/08/2023 13:20:51,Non-Rural,The University of Notre Dame Fremantle,1.54871428571429,6.431,63,1.54871428571429,N/A,4th,0,0,0,"(marked as an outlier as outside of LL expected for interview and significantly skews data, but that doesn't mean it illegitimate given CASPer being a factor -Luke)",Yes
214,30/08/2023 17:06:46,Non-Rural,The University of Notre Dame Fremantle,1.52941428571429,5.969,67.67,1.52941428571429,N/A,4th,0,0,0,"(marked as an outlier as outside of LL expected for interview and significantly skews data, but that  doesn't mean it illegitimate given CASPer being a factor -Luke)",Yes
215,31/08/2023 06:17:22,Non-Rural,The University of Notre Dame Sydney,1.75184285714286,6.896,76.67,1.75184285714286,N/A,4th,4,0,0,-,
216,16/09/2023 19:27:52,Non-Rural,The University of Notre Dame Sydney,1.74287142857143,6.927,75.33,1.74287142857143,N/A,4th,0,0,0,-,
217,30/08/2023 14:19:41,Non-Rural,The University of Notre Dame Sydney,1.7333,7,73.33,1.7333,N/A,2nd,0,4,0,PhD,
218,30/08/2023 12:07:56,Non-Rural,The University of Notre Dame Sydney,1.71484285714286,6.917,72.67,1.71484285714286,N/A,3rd,0,2,0,"average UoW portfolio, work experience in public health",
219,30/08/2023 12:43:41,Non-Rural,The University of Notre Dame Sydney,1.71484285714286,6.917,72.67,1.71484285714286,N/A,4th,0,2,0,-,
220,26/09/2023 14:20:21,Non-Rural,The University of Notre Dame Sydney,1.71285714285714,6.88,73,1.71285714285714,N/A,4th,0,0,0,-,
221,30/08/2023 17:25:19,Non-Rural,The University of Notre Dame Sydney,1.71241428571429,6.97,71.67,1.71241428571429,N/A,3rd,0,2,0,above average - strong portfolio,
222,03/09/2023 21:12:02,Non-Rural,The University of Notre Dame Sydney,1.70384285714286,6.56,76.67,1.70384285714286,N/A,4th,0,0,3,-,Lowest I > Max R
223,30/08/2023 12:13:39,Non-Rural,The University of Notre Dame Sydney,1.69472857142857,6.87,71.33,1.69472857142857,N/A,4th,2,0,0,-,-
224,10/09/2023 18:57:15,Non-Rural,The University of Notre Dame Sydney,1.68812857142857,6.8,71.67,1.68812857142857,N/A,4th,0,2,0,-,-
225,30/08/2023 11:46:12,Non-Rural,The University of Notre Dame Sydney,1.68801428571429,6.823,71.33,1.68801428571429,N/A,4th,0,0,0,-,-
226,30/08/2023 13:53:50,Non-Rural,The University of Notre Dame Sydney,1.68327142857143,6.906,69.67,1.68327142857143,N/A,3rd,0,0,3,-,-
227,30/08/2023 13:11:27,Non-Rural,The University of Notre Dame Sydney,1.68241428571429,6.76,71.67,1.68241428571429,N/A,4th,0,0,0,-,-
228,30/08/2023 17:22:43,Non-Rural,The University of Notre Dame Sydney,1.68227142857143,6.969,68.67,1.68227142857143,N/A,4th,2,0,0,-,-
229,04/09/2023 11:03:29,Non-Rural,The University of Notre Dame Sydney,1.6783,6.825,70.33,1.6783,N/A,4th,0,0,0,-,-
230,30/08/2023 12:11:15,Non-Rural,The University of Notre Dame Sydney,1.66955714285714,6.74,70.67,1.66955714285714,N/A,4th,2,2,0,-,-
231,06/09/2023 11:31:52,Non-Rural,The University of Notre Dame Sydney,1.66642857142857,6.835,69,1.66642857142857,N/A,3rd,0,0,0,-,-
232,30/08/2023 11:43:38,Non-Rural,The University of Notre Dame Sydney,1.66472857142857,6.8,69.33,1.66472857142857,N/A,4th,0,0,0,-,-
233,01/09/2023 08:22:32,Non-Rural,The University of Notre Dame Sydney,1.66428571428571,6.75,70,1.66428571428571,N/A,3rd,2,0,0,-,-
234,30/08/2023 11:34:04,Non-Rural,The University of Notre Dame Sydney,1.66427142857143,6.913,67.67,1.66427142857143,N/A,4th,0,0,0,-,-
235,30/08/2023 12:37:04,Non-Rural,The University of Notre Dame Sydney,1.66187142857143,6.99,66.33,1.66187142857143,N/A,4th,2,0,0,-,-
236,30/08/2023 14:01:44,Non-Rural,The University of Notre Dame Sydney,1.65901428571429,6.83,68.33,1.65901428571429,N/A,3rd,2,0,0,-,-
237,30/08/2023 17:55:58,Non-Rural,The University of Notre Dame Sydney,1.65787142857143,6.962,66.33,1.65787142857143,N/A,4th,0,0,3,Strong portfolio,-
238,30/08/2023 23:40:22,Non-Rural,The University of Notre Dame Sydney,1.65714285714286,6.84,68,1.65714285714286,N/A,4th,0,0,0,-,-
239,30/08/2023 16:37:23,Non-Rural,The University of Notre Dame Sydney,1.65658571428571,6.953,66.33,1.65658571428571,N/A,3rd,0,0,0,-,-
240,30/08/2023 12:11:00,Non-Rural,The University of Notre Dame Sydney,1.65441428571429,6.844,67.67,1.65441428571429,N/A,4th,2,0,0,-,-
241,30/08/2023 11:40:25,Non-Rural,The University of Notre Dame Sydney,1.65401428571429,6.585,71.33,1.65401428571429,N/A,4th,0,0,0,-,-
242,30/08/2023 12:03:56,Non-Rural,The University of Notre Dame Sydney,1.65212857142857,6.688,69.67,1.65212857142857,N/A,4th,0,0,0,-,-
243,30/08/2023 17:31:55,Non-Rural,The University of Notre Dame Sydney,1.64842857142857,6.849,67,1.64842857142857,N/A,4th,0,0,0,Strong portfolio,-
244,07/09/2023 12:26:00,Non-Rural,The University of Notre Dame Sydney,1.64758571428571,6.75,68.33,1.64758571428571,N/A,3rd,0,2,0,-,-
245,31/08/2023 09:35:03,Non-Rural,The University of Notre Dame Sydney,1.64757142857143,6.703,69,1.64757142857143,N/A,4th,0,0,0,Portfolio probably below average - average.,-
246,30/08/2023 11:48:16,Non-Rural,The University of Notre Dame Sydney,1.64485714285714,6.824,67,1.64485714285714,N/A,3rd,0,0,0,-,-
247,30/08/2023 12:46:54,Non-Rural,The University of Notre Dame Sydney,1.64187142857143,6.5,71.33,1.64187142857143,N/A,3rd,2,0,0,-,-
248,30/08/2023 17:50:13,Non-Rural,The University of Notre Dame Sydney,1.6417,6.895,65.67,1.6417,N/A,4th,0,0,0,-,-
249,30/08/2023 18:36:35,Non-Rural,The University of Notre Dame Sydney,1.64098571428571,6.89,65.67,1.64098571428571,N/A,4th,0,0,0,-,-
250,08/09/2023 16:10:11,Non-Rural,The University of Notre Dame Sydney,1.64071428571429,6.935,65,1.64071428571429,N/A,4th,0,0,0,-,-
251,25/11/2023 11:02:12,Non-Rural,The University of Notre Dame Sydney,1.639,6.993,64,1.639,N/A,4th,0,0,0,-,-
252,03/09/2023 08:45:27,Non-Rural,The University of Notre Dame Sydney,1.63884285714286,6.875,65.67,1.63884285714286,N/A,4th,0,0,0,-,-
253,30/08/2023 15:00:16,Non-Rural,The University of Notre Dame Sydney,1.63612857142857,6.786,66.67,1.63612857142857,Tier 3,4th,0,0,0,-,-
254,30/08/2023 14:11:05,Non-Rural,The University of Notre Dame Sydney,1.63542857142857,6.688,68,1.63542857142857,N/A,4th,2,2,0,-,-
255,01/09/2023 20:49:39,Non-Rural,The University of Notre Dame Sydney,1.63384285714286,6.7,67.67,1.63384285714286,N/A,4th,0,0,0,-,-
256,02/09/2023 16:04:46,Non-Rural,The University of Notre Dame Sydney,1.63187142857143,6.57,69.33,1.63187142857143,N/A,4th,0,0,0,-,-
257,31/08/2023 19:39:34,Non-Rural,The University of Notre Dame Sydney,1.62714285714286,6.7,67,1.62714285714286,N/A,4th,0,2,0,-,-
258,02/09/2023 16:43:19,Non-Rural,The University of Notre Dame Sydney,1.62472857142857,6.87,64.33,1.62472857142857,N/A,4th,0,0,0,-,-
259,03/09/2023 14:56:07,Non-Rural,The University of Notre Dame Sydney,1.62401428571429,6.725,66.33,1.62401428571429,N/A,4th,6,0,0,-,-
260,30/08/2023 15:10:11,Non-Rural,The University of Notre Dame Sydney,1.6233,7,62.33,1.6233,N/A,4th,0,0,0,-,-
261,30/08/2023 11:49:48,Non-Rural,The University of Notre Dame Sydney,1.62242857142857,6.667,67,1.62242857142857,N/A,4th,6,2,0,-,-
262,30/08/2023 11:44:35,Non-Rural,The University of Notre Dame Sydney,1.62098571428571,6.75,65.67,1.62098571428571,N/A,4th,2,0,0,GAM,-
263,30/08/2023 11:36:13,Non-Rural,The University of Notre Dame Sydney,1.61971428571429,6.788,65,1.61971428571429,Tier 3,4th,2,0,0,-,-
264,18/10/2023 01:00:15,Non-Rural,The University of Notre Dame Sydney,1.61758571428571,6.19,73.33,1.61758571428571,N/A,4th,0,0,0,-,-
265,30/08/2023 13:42:22,Non-Rural,The University of Notre Dame Sydney,1.61671428571429,6.907,63,1.61671428571429,N/A,4th,0,0,0,-,-
266,30/08/2024 20:17:53,Non-Rural,The University of Notre Dame Sydney,1.61615714285714,6.88,63.33,1.61615714285714,N/A,4th,0,0,0,-,
267,30/08/2023 15:30:16,Non-Rural,The University of Notre Dame Sydney,1.61384285714286,6.7,65.67,1.61384285714286,N/A,4th,6,0,0,Below average UOW portfolio,-
268,30/08/2023 12:49:04,Non-Rural,The University of Notre Dame Sydney,1.61058571428571,6.841,63.33,1.61058571428571,N/A,4th,0,2,0,-,-
269,04/09/2023 12:42:52,Non-Rural,The University of Notre Dame Sydney,1.60758571428571,6.4,69.33,1.60758571428571,N/A,4th,0,2,0,-,-
270,30/08/2023 21:45:55,Non-Rural,The University of Notre Dame Sydney,1.59784285714286,6.728,63.67,1.59784285714286,Tier 3,4th,4,2,0,Average to below average portfolio for UoW,-
271,30/08/2023 12:42:59,Non-Rural,The University of Notre Dame Sydney,1.59187142857143,6.15,71.33,1.59187142857143,N/A,4th,0,0,0,-,-
272,31/08/2023 11:06:07,Non-Rural,The University of Notre Dame Sydney,1.58527142857143,6.5,65.67,1.58527142857143,N/A,4th,2,0,0,GAM,-
273,30/08/2023 12:41:04,Non-Rural,The University of Notre Dame Sydney,1.58384285714286,6.49,65.67,1.58384285714286,N/A,4th,2,0,0,-,-
274,30/08/2023 11:52:42,Non-Rural,The University of Notre Dame Sydney,1.57228571428571,5.476,79,1.57228571428571,Tier 3,4th,4,0,0,-,-
275,30/08/2023 15:05:39,Non-Rural,The University of Notre Dame Sydney,1.57172857142857,6.219,68.33,1.57172857142857,Tier 3,4th,0,0,0,-,-
276,30/08/2023 20:38:36,Non-Rural,The University of Notre Dame Sydney,1.5667,6.3,66.67,1.5667,N/A,4th,0,0,3,I did the HealthSciGradDip at UNDS potentially giving me straight entry to interview,-
277,31/08/2023 10:09:07,Non-Rural,The University of Notre Dame Sydney,1.56044285714286,6.28,66.33,1.56044285714286,N/A,4th,0,0,0,-,-
278,30/08/2023 19:23:57,Non-Rural,The University of Queensland (CQ-WB RMP),1.7333,7,73.33,1.7333,Tier 3,N/A,0,2,0,-,
279,30/08/2023 14:36:58,Non-Rural,The University of Queensland (CQ-WB RMP),1.7133,7,71.33,1.7133,Tier 3,4th,0,0,0,-,
280,01/09/2023 05:45:20,Non-Rural,The University of Queensland (CQ-WB RMP),1.7033,7,70.33,1.7033,Tier 3,3rd,2,0,0,N/A,
281,30/08/2023 16:33:32,Non-Rural,The University of Queensland (CQ-WB RMP),1.6767,7,67.67,1.6767,Tier 3,4th,2,2,0,-,
282,30/08/2023 16:50:50,Non-Rural,The University of Queensland (CQ-WB RMP),1.6767,7,67.67,1.6767,Tier 3,4th,0,2,0,-,
283,14/10/2023 19:31:51,Non-Rural,The University of Queensland (CQ-WB RMP),1.6767,7,67.67,1.6767,N/A,N/A,0,4,0,-,
284,30/08/2023 14:45:49,Non-Rural,The University of Queensland (CQ-WB RMP),1.6683,6.825,69.33,1.6683,Tier 3,4th,0,0,0,-,
285,30/08/2023 16:23:10,Non-Rural,The University of Queensland (CQ-WB RMP),1.6667,7,66.67,1.6667,Tier 3,N/A,0,2,0,-,
286,30/08/2023 15:54:30,Non-Rural,The University of Queensland (CQ-WB RMP),1.66,7,66,1.66,Tier 3,4th,0,2,0,-,
287,30/08/2023 21:38:49,Non-Rural,The University of Queensland (CQ-WB RMP),1.66,7,66,1.66,Tier 3,N/A,0,0,0,-,
288,31/08/2023 02:51:58,Non-Rural,The University of Queensland (CQ-WB RMP),1.6567,7,65.67,1.6567,Tier 3,4th,4,0,0,-,
289,31/08/2023 15:42:05,Non-Rural,The University of Queensland (CQ-WB RMP),1.65428571428571,6.89,67,1.65428571428571,Tier 3,N/A,2,0,0,-,
290,13/09/2023 12:44:34,Non-Rural,The University of Queensland (CQ-WB RMP),1.6467,7,64.67,1.6467,Tier 3,4th,4,2,0,-,
291,30/08/2023 16:57:13,Non-Rural,The University of Queensland (CQ-WB RMP),1.6433,7,64.33,1.6433,Tier 3,3rd,0,2,0,-,
292,30/08/2023 18:35:40,Non-Rural,The University of Queensland (CQ-WB RMP),1.63955714285714,6.88,65.67,1.63955714285714,Tier 3,N/A,2,0,0,-,
293,31/08/2023 19:11:22,Non-Rural,The University of Queensland (CQ-WB RMP),1.63955714285714,6.46,71.67,1.63955714285714,Tier 3,3rd,0,0,0,-,
294,30/08/2023 15:02:44,Non-Rural,The University of Queensland (CQ-WB RMP),1.6357,6.783,66.67,1.6357,Tier 3,N/A,0,0,0,-,
295,03/09/2023 20:26:32,Non-Rural,The University of Queensland (CQ-WB RMP),1.63098571428571,6.89,64.67,1.63098571428571,Tier 3,N/A,2,0,0,-,
296,31/08/2023 07:59:05,Non-Rural,The University of Queensland (CQ-WB RMP),1.63,7,63,1.63,Tier 3,4th,0,0,0,-,
297,01/09/2023 13:30:34,Non-Rural,The University of Queensland (CQ-WB RMP),1.62985714285714,6.859,65,1.62985714285714,Tier 3,4th,0,0,0,"average portfolio, WA residence",
298,30/10/2023 20:52:30,Non-Rural,The University of Queensland (CQ-WB RMP),1.61527142857143,6.5,68.67,1.61527142857143,N/A,1st,0,0,0,-,
299,15/10/2023 12:07:18,Non-Rural,The University of Queensland (CQ-WB RMP),1.60901428571429,6.41,69.33,1.60901428571429,Tier 3,3rd,0,2,0,-,
300,30/08/2023 19:06:00,Non-Rural,The University of Queensland (CQ-WB RMP),1.60241428571429,6.48,67.67,1.60241428571429,Tier 3,N/A,0,0,0,-,Yes
301,30/08/2023 20:58:51,Non-Rural,The University of Queensland (DD MP),1.72,7,72,1.72,Tier 3,N/A,0,0,0,-,
302,30/08/2023 15:09:34,Non-Rural,The University of Queensland (DD MP),1.68758571428571,6.75,72.33,1.68758571428571,Tier 3,2nd,0,0,0,-,
303,30/08/2023 16:29:57,Non-Rural,The University of Queensland (DD MP),1.67444285714286,6.868,69.33,1.67444285714286,Tier 3,N/A,0,0,0,-,
304,30/08/2023 16:26:57,Non-Rural,The University of Queensland (DD MP),1.66944285714286,6.833,69.33,1.66944285714286,Tier 3,N/A,0,0,0,-,
305,30/08/2023 17:38:06,Non-Rural,The University of Queensland (DD MP),1.66101428571429,6.984,66.33,1.66101428571429,Tier 3,3rd,0,0,0,-,
306,30/08/2023 18:41:12,Non-Rural,The University of Queensland (DD MP),1.66,7,66,1.66,Tier 3,N/A,2,2,0,-,
307,31/08/2023 14:53:15,Non-Rural,The University of Queensland (DD MP),1.66,7,66,1.66,Tier 3,4th,0,2,0,Average portfolio,
308,31/08/2023 09:33:33,Non-Rural,The University of Queensland (DD MP),1.6567,7,65.67,1.6567,Tier 3,2nd,2,2,0,-,
309,20/09/2023 21:34:55,Non-Rural,The University of Queensland (DD MP),1.65287142857143,6.647,70.33,1.65287142857143,Tier 3,N/A,2,0,0,-,
310,30/08/2023 22:39:35,Non-Rural,The University of Queensland (DD MP),1.64612857142857,6.646,69.67,1.64612857142857,Tier 3,N/A,0,0,0,-,
311,30/08/2023 14:50:42,Non-Rural,The University of Queensland (DD MP),1.64272857142857,6.786,67.33,1.64272857142857,Tier 3,4th,2,0,0,-,
312,01/09/2023 02:46:12,Non-Rural,The University of Queensland (DD MP),1.62587142857143,6.388,71.33,1.62587142857143,Tier 3,N/A,0,0,0,-,
313,30/08/2023 15:27:20,Non-Rural,The University of Queensland (Greater Brisbane),1.7833,7,78.33,1.7833,N/A,N/A,0,0,0,-,
314,07/09/2023 15:04:45,Non-Rural,The University of Queensland (Greater Brisbane),1.7233,7,72.33,1.7233,N/A,4th,0,2,0,-,
315,30/08/2023 18:12:41,Non-Rural,The University of Queensland (Greater Brisbane),1.7067,7,70.67,1.7067,N/A,1st,2,0,0,-,
316,30/08/2023 14:34:12,Non-Rural,The University of Queensland (Greater Brisbane),1.70142857142857,6.8,73,1.70142857142857,N/A,4th,0,0,0,(reported T3 UQ RMP initially but can't have applied for the RMP if got a GB interview so changed to N/A -Luke),
317,30/08/2023 14:40:36,Non-Rural,The University of Queensland (Greater Brisbane),1.7,7,70,1.7,N/A,4th,0,0,0,-,
318,01/09/2023 00:44:42,Non-Rural,The University of Queensland (Greater Brisbane),1.7,7,70,1.7,N/A,N/A,0,0,0,nmo,
319,10/09/2023 19:13:49,Non-Rural,The University of Queensland (Greater Brisbane),1.7,7,70,1.7,N/A,N/A,0,2,0,"Completed an honours with first class, but weak GPA in previous years",
320,01/09/2023 00:24:44,Non-Rural,The University of Queensland (Greater Brisbane),1.69,7,69,1.69,N/A,4th,0,0,0,-,
321,30/08/2023 17:27:25,Non-Rural,The University of Queensland (Greater Brisbane),1.6867,7,68.67,1.6867,N/A,N/A,0,0,0,-,
322,30/08/2023 15:56:20,Non-Rural,The University of Queensland (Greater Brisbane),1.68,7,68,1.68,N/A,2nd,0,2,0,-,
323,31/08/2023 12:38:49,Non-Rural,The University of Queensland (Greater Brisbane),1.6767,7,67.67,1.6767,N/A,N/A,0,0,0,Honours first class,
324,31/08/2023 12:44:56,Non-Rural,The University of Queensland (Greater Brisbane),1.67285714285714,6.53,74,1.67285714285714,N/A,2nd,0,0,0,-,
325,31/08/2023 18:30:22,Non-Rural,The University of Queensland (Greater Brisbane),1.5867,6.3,68.67,1.5867,N/A,N/A,0,0,0,-,Yes
326,30/08/2023 21:28:25,Non-Rural,The University of Western Australia,1.8325,7,83.25,1.8325,N/A,N/A,0,0,0,-,
327,30/08/2023 14:09:04,Non-Rural,The University of Western Australia,1.78292857142857,6.688,82.75,1.78292857142857,N/A,3rd,0,2,0,-,
328,01/09/2023 07:49:10,Non-Rural,The University of Western Australia,1.73842857142857,6.919,75,1.73842857142857,N/A,N/A,0,2,0,-,
329,30/08/2023 15:54:53,Non-Rural,The University of Western Australia,1.73178571428571,6.75,76.75,1.73178571428571,N/A,4th,0,0,0,-,
330,05/09/2023 21:06:39,Non-Rural,The University of Western Australia,1.72871428571429,6.361,82,1.72871428571429,N/A,2nd,0,2,0,WA Resident,
331,30/08/2023 18:06:09,Non-Rural,The University of Western Australia,1.71928571428571,6.96,72.5,1.71928571428571,N/A,N/A,6,0,0,-,
332,30/08/2023 17:19:08,Non-Rural,The University of Western Australia,1.70785714285714,6.95,71.5,1.70785714285714,N/A,2nd,0,0,0,-,
333,31/08/2023 10:37:21,Non-Rural,The University of Western Australia,1.70414285714286,6.854,72.5,1.70414285714286,N/A,N/A,2,0,0,-,
334,30/08/2023 17:12:33,Non-Rural,The University of Western Australia,1.69628571428571,6.869,71.5,1.69628571428571,N/A,4th,0,0,0,GAM applicant. GPA (for UWA) confirmed via GEMSAS.,
335,20/05/2024 20:32:59,Non-Rural,The University of Western Australia,1.69557142857143,6.969,70,1.69557142857143,N/A,3rd,2,0,0,-,
336,30/08/2023 14:45:52,Non-Rural,The University of Western Australia,1.68178571428571,6.75,71.75,1.68178571428571,N/A,N/A,0,0,0,-,
337,30/08/2023 15:21:09,Non-Rural,The University of Western Australia,1.68,6.86,70,1.68,N/A,4th,0,0,0,-,
338,30/08/2023 14:15:44,Non-Rural,The University of Western Australia,1.67814285714286,6.917,69,1.67814285714286,N/A,3rd,0,0,0,GAM,
339,01/09/2023 12:36:44,Non-Rural,The University of Western Australia,1.67571428571429,6.9,69,1.67571428571429,N/A,N/A,0,0,0,-,
340,30/08/2023 15:25:36,Non-Rural,The University of Western Australia,1.67335714285714,6.656,72.25,1.67335714285714,N/A,2nd,2,0,0,-,
341,31/08/2023 17:17:22,Non-Rural,The University of Western Australia,1.67314285714286,6.952,68,1.67314285714286,N/A,2nd,2,0,0,-,
342,31/08/2023 10:58:26,Non-Rural,The University of Western Australia,1.671,6.902,68.5,1.671,N/A,1st,0,0,0,-,
343,30/08/2023 14:39:30,Non-Rural,The University of Western Australia,1.67,7,67,1.67,N/A,3rd,0,0,0,-,
344,31/08/2023 22:29:47,Non-Rural,The University of Western Australia,1.66314285714286,6.882,68,1.66314285714286,N/A,N/A,0,0,0,"(your place preference makes no difference to your chances at interview offer, deleted note as irrelivant and may cause confusion -Luke)",
345,30/08/2023 14:39:32,Non-Rural,The University of Western Australia,1.66178571428571,6.75,69.75,1.66178571428571,N/A,N/A,0,0,0,-,
346,30/08/2023 16:44:57,Non-Rural,The University of Western Australia,1.66,7,66,1.66,N/A,N/A,2,0,0,-,
347,30/08/2023 15:06:54,Non-Rural,The University of Western Australia,1.65964285714286,6.875,67.75,1.65964285714286,N/A,3rd,2,0,0,GAM,
348,30/08/2023 17:10:30,Non-Rural,The University of Western Australia,1.65778571428571,6.792,68.75,1.65778571428571,N/A,N/A,4,0,0,-,
349,19/10/2023 16:19:43,Non-Rural,The University of Western Australia,1.65678571428571,6.68,70.25,1.65678571428571,N/A,4th,0,0,0,-,
350,30/08/2023 15:08:52,Non-Rural,The University of Western Australia,1.65392857142857,6.625,70.75,1.65392857142857,N/A,4th,0,0,0,-,
351,07/09/2023 14:29:59,Non-Rural,The University of Western Australia,1.65164285714286,6.504,72.25,1.65164285714286,N/A,1st,0,0,0,-,
352,04/09/2023 10:35:18,Non-Rural,The University of Western Australia,1.65071428571429,6.69,69.5,1.65071428571429,N/A,N/A,4,0,0,-,
353,02/09/2024 13:45:22,Non-Rural,The University of Western Australia,1.6475,7,64.75,1.6475,N/A,4th,0,0,0,-,
354,30/08/2023 14:17:00,Non-Rural,The University of Western Australia,1.645,7,64.5,1.645,N/A,1st,0,0,0,-,Lowest I > Max R
355,30/08/2023 20:21:41,Non-Rural,The University of Western Australia,1.6415,6.958,64.75,1.6415,N/A,1st,0,0,0,-,-
356,30/08/2023 16:18:29,Non-Rural,The University of Western Australia,1.63928571428571,6.89,65.5,1.63928571428571,N/A,N/A,2,0,0,-,-
357,30/08/2023 14:17:05,Non-Rural,The University of Western Australia,1.63892857142857,6.1,76.75,1.63892857142857,N/A,3rd,0,0,0,-,-
358,30/08/2023 17:01:58,Non-Rural,The University of Western Australia,1.63714285714286,6.875,65.5,1.63714285714286,N/A,N/A,0,0,0,-,-
359,30/08/2023 11:34:22,Non-Rural,The University of Wollongong,1.54071428571429,5.5,75.5,1.54071428571429,N/A,3rd,0,0,0,-,Lowest I > Max R
360,30/08/2023 15:34:14,Non-Rural,The University of Wollongong,1.51571428571429,5.5,73,1.51571428571429,N/A,2nd,0,0,0,"GAM, decent portfolio",-
