,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
199,Non-Rural,79,71,67,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
200,Non-Rural,67,63.,63.,2,0,0,0.0,,0.0,6.563,0.0,6.64,0.0,55,0.0,6.738,0.0,6.573,0.0,5.708
201,Non-Rural,75,81,58,4,0,0,The University of Melbourne,6.96,0.0,6.65,0.0,,0.0,,0.0,,0.0,,0.0,
202,Non-Rural,60,70,78,2,2,2,Australian National University,6.85,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
203,Non-Rural,76,65,82,6,0,0,The University of Melbourne,6.578,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
204,Rural,68,72,58,10,0,0,Deakin University,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
205,Non-Rural,61,69,77,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
206,Non-Rural,56,62,78,0,0,0,The University of Notre Dame Sydney,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
207,Non-Rural,67,75,90,0,0,0,The University of Melbourne,6.78,0.0,7,0.0,,0.0,,0.0,,0.0,,0.0,
208,Rural,63.,66,60,6,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
209,Rural,69,70,70,0,0,0,The University of Notre Dame Fremantle,6.3,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
210,Non-Rural,61,72,65,0,0,0,0.0,,0.0,,The University of Melbourne,,0.0,,0.0,6.875,0.0,,0.0,
211,Non-Rural,62,67,93,0,0,0,The University of Melbourne,6.953,Deakin University,6.865,0.0,,0.0,,0.0,,0.0,6.885,0.0,
212,Rural,70,73,76,10,0,0,The University of Notre Dame Fremantle,5.708,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
213,Rural,61,69,64,0,0,0,The University of Queensland,6.619,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
214,Non-Rural,64,74,74,0,0,0,The University of Melbourne,6.844,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
215,Rural,70,68,66,14,0,0,Deakin University,6.15,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
216,Rural,63.,61,68,0,0,0,The University of Queensland,6.833,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
217,Non-Rural,59,83,65,6,0,0,Macquarie University,6.573,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
218,Non-Rural,62,68,72,2,0,0,Macquarie University,6.979,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
219,Non-Rural,63.,72,69,0,2,2,The University of Wollongong,55,0.0,,The University of Notre Dame Sydney,,0.0,,0.0,,0.0,,0.0,
220,Non-Rural,61,67,62,0,0,0,0.0,,The University of Melbourne,6.75,Australian National University,6.508,0.0,,0.0,6.675,0.0,,0.0,
221,Rural,70,64,73,0,0,0,Griffith University,5.469,The University of Melbourne,6.042,0.0,,0.0,,0.0,,0.0,6.431,0.0,6.313
222,Non-Rural,67,82,72,0,0,0,The University of Melbourne,6.844,The University of Queensland,5.48,0.0,,0.0,,0.0,,0.0,,0.0,
223,Non-Rural,58,60,71,0,0,0,0.0,,0.0,,The University of Wollongong,,0.0,,0.0,6.73,0.0,,0.0,
224,Non-Rural,69,82,67,0,0,0,The University of Melbourne,6.728,The University of Notre Dame Fremantle,6.73,0.0,,The University of Notre Dame Sydney,6.73,0.0,,0.0,6.73,0.0,6.73
225,Non-Rural,70,74,68,2,2,2,Australian National University,6.878,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
226,Non-Rural,64,59,70,6,2,2,0.0,,0.0,,0.0,,0.0,,0.0,6.65,0.0,,0.0,
227,Non-Rural,61,61,74,0,0,0,The University of Notre Dame Fremantle,6.979,The University of Notre Dame Sydney,6.43.,0.0,,The University of Wollongong,55,0.0,,0.0,,0.0,6.65
228,Non-Rural,70,65,77,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
229,Non-Rural,71,74,66,0,0,0,The University of Notre Dame Sydney,6.819,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
230,Rural,56,69,54,0,0,0,Griffith University,6.851,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
231,Non-Rural,62,83,63.,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,6.958,0.0,,0.0,
232,Rural,70,78,76,12,0,0,The University of Melbourne,6.38,Deakin University,6.875,0.0,,The University of Notre Dame Sydney,6.958,0.0,,0.0,,0.0,55
233,Non-Rural,58,63.,61,0,0,0,The University of Notre Dame Sydney,6.938,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
234,Rural,1,70,56,10,0,0,Deakin University,6.74,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
235,Non-Rural,65,60,71,0,0,0,The University of Western Australia,6.917,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
236,Non-Rural,70,67,82,2,0,0,Griffith University,6.521,Deakin University,6.917,0.0,,The University of Wollongong,55,0.0,,0.0,,0.0,
237,Non-Rural,66,72,70,2,0,0,The University of Notre Dame Sydney,6.948,The University of Queensland,65,0.0,,0.0,,0.0,,0.0,,0.0,
238,Non-Rural,64,72,87,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
239,Non-Rural,75,77,68,4,2,2,The University of Wollongong,55,The University of Notre Dame Sydney,6.69,The University of Melbourne,6.263,0.0,,0.0,,0.0,,0.0,
240,Non-Rural,71,72,68,2,4,4,The University of Melbourne,6.923,Australian National University,6.385,0.0,,0.0,,0.0,,0.0,,0.0,
241,Non-Rural,68,72,57,0,2,2,0.0,,0.0,,The University of Notre Dame Sydney,,0.0,,0.0,6.53.,0.0,,0.0,
242,Non-Rural,52,54,78,4,0,0,Deakin University,6.958,The University of Notre Dame Fremantle,6.53.,0.0,,0.0,,0.0,,0.0,,0.0,6.53.
243,Non-Rural,62,73,70,0,2,2,The University of Wollongong,55,The University of Melbourne,6.313,0.0,,0.0,,0.0,,0.0,6.48,0.0,
244,Non-Rural,64,61,73,0,0,0,The University of Queensland,7,Australian National University,6.661,0.0,,0.0,,0.0,,0.0,,0.0,
245,Non-Rural,61,67,77,0,0,0,Macquarie University,6.818,The University of Melbourne,64,0.0,,0.0,,0.0,,0.0,,0.0,
246,Rural,65,64,77,14,0,0,Deakin University,6.969,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
247,Non-Rural,62,88,70,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
248,Non-Rural,71,67,69,0,0,0,The University of Queensland,6.6,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
249,Non-Rural,64,81,72,0,0,0,The University of Notre Dame Sydney,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
250,Non-Rural,64,69,74,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
251,Non-Rural,65,81,65,0,0,0,Griffith University,6.885,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
252,Non-Rural,59,72,86,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
253,Non-Rural,71,75,64,0,0,0,The University of Queensland,6.89,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
254,Non-Rural,62,68,78,0,0,0,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
255,Non-Rural,70,81,68,0,2,2,The University of Melbourne,6.96,The University of Notre Dame Sydney,6.837,0.0,,0.0,6.757,0.0,,0.0,,0.0,
256,Non-Rural,66,71,60,2,0,0,The University of Notre Dame Sydney,6.347,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
257,Non-Rural,69,80,81,0,0,0,The University of Melbourne,6.888,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
258,Non-Rural,69,90,84,0,0,0,The University of Notre Dame Fremantle,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
259,Non-Rural,61,75,100,2,0,0,The University of Melbourne,5.838,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
260,Non-Rural,58,62,90,2,0,0,The University of Melbourne,6.875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
261,Non-Rural,69,78,72,0,2,2,Australian National University,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
262,Non-Rural,64,73,85,0,0,0,The University of Melbourne,7,The University of Notre Dame Sydney,7,0.0,,0.0,,0.0,,0.0,,0.0,
263,Non-Rural,76,81,60,0,0,0,The University of Melbourne,6.75,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
264,Rural,60,62,74,0,0,0,Griffith University,6,The University of Notre Dame Sydney,6.75,0.0,,0.0,,0.0,,0.0,,0.0,
265,Non-Rural,56,75,82,0,0,0,,6.906,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
266,Non-Rural,57,66,57,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,6.96,0.0,,0.0,
267,Non-Rural,63,72,65,0,0,0,The University of Notre Dame Sydney,6.699,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
268,Non-Rural,62,72,84,0,0,0,Griffith University,6.92,The University of Notre Dame Fremantle,6.96,0.0,,0.0,,0.0,,0.0,7,0.0,
269,Non-Rural,65,73,69,0,0,0,Macquarie University,6.744,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
270,Non-Rural,75,60,76,0,2,2,The University of Queensland,6.3,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
271,Non-Rural,65,74,65,0,2,2,Australian National University,6.979,The University of Notre Dame Sydney,6.744,0.0,,0.0,,0.0,,0.0,,0.0,
272,Non-Rural,65,77,68,0,0,0,The University of Notre Dame Sydney,6.29,The University of Melbourne,6.3,0.0,,0.0,,0.0,,0.0,,0.0,
273,Non-Rural,61,66,72,0,0,0,0.0,,Griffith University,6.2,0.0,6.875,0.0,,0.0,,0.0,,0.0,
274,Rural,58,69,54,0,0,0,The University of Melbourne,6.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
275,Non-Rural,65,70,67,0,0,0,The University of Notre Dame Fremantle,6.18,The University of Melbourne,6.863,0.0,,0.0,,0.0,,0.0,,0.0,
276,Non-Rural,69,79,58,8,0,0,The University of Notre Dame Sydney,6.58,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
277,Non-Rural,69,68,83,0,0,0,The University of Melbourne,6.583,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
278,Rural,58,62,60,8,0,0,Deakin University,6.663,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
279,Rural,55,71,66,10,2,2,Deakin University,6.33.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
280,Non-Rural,62,62,77,0,0,0,The University of Western Australia,6.774,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
281,Non-Rural,68,64,92,0,0,0,The University of Melbourne,6.92,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
282,Non-Rural,64,83,62,6,2,2,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
283,Non-Rural,70,79,62,0,0,0,The University of Notre Dame Fremantle,6.75,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
284,Rural,70,82,1,8,0,0,The University of Melbourne,6.188,0.0,7,0.0,,0.0,,0.0,,0.0,,0.0,
285,Rural,65,65,64,0,0,0,Griffith University,6.55,0.0,6.75,0.0,,0.0,,0.0,,0.0,,0.0,
286,Non-Rural,66,78,66,0,0,0,The University of Notre Dame Sydney,6.629,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
287,Rural,56,60,50,4,0,0,The University of Notre Dame Sydney,6.895,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
288,Non-Rural,58,64,79,2,0,0,Griffith University,6.979,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
289,Rural,57,69,58,8,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
290,Non-Rural,65,63.,68,2,0,0,0.0,,0.0,,0.0,,0.0,,0.0,6.979,0.0,,0.0,
291,Non-Rural,59,82,78,2,2,2,Australian National University,6.73,0.0,,0.0,,0.0,6.99,0.0,,0.0,,0.0,7
292,Rural,60,63.,56,14,0,0,Deakin University,7,0.0,6.99,0.0,,0.0,,0.0,,0.0,7,0.0,
293,Non-Rural,69,71,72,0,0,0,,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
294,Non-Rural,60,76,56,4,0,0,The University of Queensland,7,0.0,,The University of Queensland,,0.0,,Griffith University,6.714,0.0,,0.0,
295,Non-Rural,72,75,77,0,0,0,The University of Melbourne,6.83,0.0,,0.0,,0.0,,0.0,,0.0,,The University of Notre Dame Fremantle,6.599
296,Non-Rural,68,67,77,0,0,0,The University of Queensland,6.74,Deakin University,6.599,0.0,,0.0,,0.0,,The University of Notre Dame Sydney,6.599,0.0,
297,Non-Rural,73,83,64,0,0,0,The University of Melbourne,6.64,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
298,Non-Rural,75,73,70,0,2,2,The University of Melbourne,6.688,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
299,Non-Rural,67,78,79,2,0,0,0.0,,0.0,,The University of Melbourne,,0.0,,Deakin University,6.421,0.0,,0.0,
300,Non-Rural,68,60,70,4,0,0,Deakin University,6.826,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
301,Non-Rural,75,73,86,0,0,0,The University of Melbourne,6.759,Griffith University,6.354,0.0,,0.0,,0.0,,0.0,,0.0,
302,Non-Rural,57,63.,70,2,0,0,Macquarie University,6.833,The University of Melbourne,6.792,The University of Wollongong,55,0.0,,Deakin University,6.813,0.0,,0.0,
303,Rural,67,69,62,10,0,0,Deakin University,6.07,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
304,Non-Rural,71,71,99,0,0,0,0.0,,The University of Notre Dame Sydney,6.833,Griffith University,6,0.0,,0.0,,0.0,,0.0,
305,Non-Rural,80,80,80,2,0,0,The University of Notre Dame Fremantle,5.233,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
306,Non-Rural,66,81,67,0,0,0,The University of Notre Dame Fremantle,6.798,The University of Queensland,6,0.0,,0.0,,0.0,,0.0,,0.0,
307,Non-Rural,68,68,81,2,0,0,0.0,,0.0,,Australian National University,,0.0,,Griffith University,6.417,0.0,,0.0,
308,Non-Rural,60,68,76,0,0,0,The University of Notre Dame Fremantle,6.94,0.0,,0.0,,0.0,6.236,0.0,,0.0,,0.0,
309,Non-Rural,59,65,69,0,0,0,0.0,,The University of Melbourne,6.3,0.0,,0.0,,0.0,,0.0,,0.0,
310,Non-Rural,67,60,73,0,0,0,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
311,Non-Rural,86,76,77,0,2,2,Australian National University,6.65,The University of Notre Dame Sydney,6.8,0.0,,0.0,,0.0,,0.0,,0.0,
312,Rural,61,72,64,6,0,0,The University of Melbourne,6.75,Australian National University,6.318,0.0,,0.0,,0.0,,0.0,,0.0,
313,Rural,62,62,50,4,0,0,The University of Queensland,64,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
314,Non-Rural,74,68,80,0,0,0,Griffith University,6.448,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
315,Non-Rural,64,64,70,0,0,0,The University of Notre Dame Sydney,6.396,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
316,Non-Rural,63.,74,73,2,2,2,The University of Melbourne,6.95,The University of Queensland,6,0.0,,0.0,,0.0,,0.0,,0.0,
317,Non-Rural,75,78,92,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
318,Rural,69,50,62,4,0,0,The University of Queensland,6.962,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
319,Rural,50,63.,59,0,0,0,The University of Notre Dame Fremantle,5.396,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
320,Non-Rural,62,70,69,0,0,0,Macquarie University,6.76,0.0,,0.0,,0.0,,0.0,6.76,0.0,,0.0,
321,Non-Rural,69,82,90,0,2,2,,6.988,0.0,,0.0,,0.0,6.76,0.0,,0.0,,0.0,
322,Non-Rural,66,69,59,4,0,0,0.0,,The University of Melbourne,6.75,The University of Notre Dame Sydney,6.688,0.0,,The University of Notre Dame Fremantle,6.688,0.0,,0.0,
323,Non-Rural,70,72,67,2,0,0,0.0,,0.0,,Deakin University,,0.0,,0.0,,0.0,,0.0,6.724
324,Non-Rural,67,75,74,6,0,0,Deakin University,6.385,Griffith University,6.688,0.0,,0.0,,0.0,,0.0,6.724,0.0,
325,Rural,58,72,53,12,0,0,Deakin University,6.1,The University of Melbourne,6.3,0.0,,0.0,,0.0,,0.0,,0.0,
326,Non-Rural,65,74,73,0,0,0,The University of Queensland,6.75,The University of Notre Dame Sydney,6.375,0.0,,0.0,,0.0,,0.0,,0.0,
327,Non-Rural,60,66,73,0,0,0,0.0,,0.0,,The University of Western Australia,,0.0,,0.0,,0.0,,0.0,
328,Non-Rural,54,77,88,0,0,0,The University of Melbourne,6.938,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
329,Rural,63.,61,1,4,0,0,The University of Melbourne,6.3,The University of Notre Dame Fremantle,6.233,0.0,,0.0,,0.0,,0.0,,0.0,
330,Non-Rural,64,71,64,2,0,0,0.0,,0.0,,Deakin University,,0.0,,The University of Notre Dame Fremantle,6.948,0.0,,0.0,
331,Non-Rural,67,67,80,0,0,0,The University of Queensland,6.8,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,6.938
332,Rural,66,78,53,8,0,0,The University of Melbourne,6.78,The University of Melbourne,6.986,0.0,,0.0,,0.0,,0.0,6.948,0.0,
333,Rural,71,85,68,0,0,0,Deakin University,56,The University of Melbourne,6.8,0.0,,0.0,,0.0,,0.0,,0.0,
334,Non-Rural,59,71,1,2,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
335,Non-Rural,75,66,74,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
336,Non-Rural,66,69,83,0,0,0,The University of Melbourne,6.781,0.0,6.83,0.0,,0.0,,0.0,,0.0,,0.0,
337,Rural,69,56,75,0,0,0,Griffith University,6.188,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
338,Rural,57,67,83,0,0,0,Griffith University,6.926,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
339,Non-Rural,56,66,55,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
340,Non-Rural,67,66,82,0,2,2,The University of Notre Dame Sydney,6.97,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
341,Non-Rural,58,66,58,4,0,0,The University of Notre Dame Fremantle,65,0.0,55,0.0,,0.0,,0.0,,0.0,,0.0,
342,Non-Rural,75,67,75,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
343,Non-Rural,71,66,67,0,0,0,The University of Notre Dame Sydney,6.634,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
344,Rural,61,71,65,2,0,0,The University of Notre Dame Sydney,65,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
345,Rural,66,66,60,0,0,0,The University of Melbourne,5.95,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
346,Rural,60,74,68,10,0,0,The University of Queensland,6.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
347,Non-Rural,65,75,77,0,0,0,Australian National University,6.948,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
348,Non-Rural,67,71,65,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,6.927,0.0,,0.0,
349,Non-Rural,63.,68,61,6,2,2,Deakin University,6.906,0.0,,0.0,,Australian National University,6.927,0.0,,0.0,,0.0,6.927
350,Non-Rural,62,51,100,2,0,0,The University of Melbourne,7,The University of Notre Dame Sydney,6.875,0.0,,0.0,,0.0,,0.0,6.927,0.0,
351,Non-Rural,72,77,75,0,2,2,The University of Melbourne,6.951,Australian National University,6.698,0.0,,0.0,,0.0,,0.0,,0.0,
352,Non-Rural,68,64,70,0,0,0,The University of Queensland,6.942,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
353,Non-Rural,64,75,65,0,0,0,0.0,,0.0,,The University of Notre Dame Sydney,,0.0,,0.0,,0.0,,0.0,
354,Non-Rural,54,84,61,0,0,0,The University of Notre Dame Sydney,6.781,The University of Melbourne,6.95,0.0,,0.0,,0.0,,0.0,,0.0,
355,Non-Rural,59,62,70,2,0,0,The University of Notre Dame Sydney,6.236,Macquarie University,6.681,0.0,,0.0,,0.0,,0.0,,0.0,
356,Non-Rural,64,82,64,0,0,0,0.0,,0.0,,The University of Queensland,,0.0,,0.0,6.6979,0.0,,0.0,
357,Rural,64,77,58,0,0,0,Griffith University,6.922,The University of Melbourne,6.183,0.0,,0.0,,0.0,,0.0,,0.0,
358,Non-Rural,71,62,79,0,0,0,The University of Wollongong,55,Griffith University,6.75,0.0,,0.0,,0.0,,0.0,6.6979,0.0,
359,Non-Rural,72,62,72,0,0,0,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
360,Non-Rural,64,72,1,0,0,0,Australian National University,6.823,The University of Notre Dame Sydney,6.375,0.0,,0.0,,0.0,,0.0,,0.0,
361,Rural,52,56,64,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
362,Non-Rural,67,65,63.,4,0,0,The University of Wollongong,55,The University of Notre Dame Sydney,6.823,The University of Queensland,6,0.0,,0.0,,0.0,,0.0,
363,Non-Rural,59,68,57,0,0,0,The University of Notre Dame Sydney,6.87,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
364,Non-Rural,63,65,65,0,2,2,The University of Queensland,7,Griffith University,6.396,0.0,,0.0,,0.0,,0.0,,0.0,
365,Non-Rural,65,81,55,0,0,0,The University of Notre Dame Sydney,6.234,0.0,,The University of Notre Dame Sydney,,0.0,,0.0,6.125,0.0,,0.0,
366,Non-Rural,60,71,75,0,0,0,The University of Queensland,6.94,0.0,,0.0,,0.0,,0.0,6.94,0.0,,0.0,6.125
367,Non-Rural,63.,72,69,0,2,2,The University of Notre Dame Fremantle,6.99,The University of Wollongong,55,The University of Wollongong,55,0.0,,0.0,,0.0,6.125,0.0,
368,Non-Rural,66,61,58,2,0,0,The University of Notre Dame Sydney,6.781,Deakin University,6.8,0.0,,0.0,,0.0,,0.0,,0.0,
369,Non-Rural,60,72,77,2,0,0,Griffith University,6.868,The University of Melbourne,6.75,0.0,,0.0,,0.0,,0.0,,0.0,
370,Non-Rural,59,71,73,0,0,0,The University of Wollongong,55,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,
371,Non-Rural,56,72,80,0,0,0,Griffith University,6.65,The University of Melbourne,6.802,Deakin University,6.65,0.0,,0.0,,0.0,,0.0,
372,Non-Rural,56,67,68,4,2,2,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
373,Non-Rural,68,72,63.,0,0,0,The University of Notre Dame Sydney,6.875,The University of Melbourne,6.61,0.0,,0.0,,0.0,,0.0,,0.0,
374,Non-Rural,70,72,70,0,0,0,0.0,,The University of Notre Dame Sydney,6.728,Deakin University,6.708,0.0,,0.0,6.646,0.0,,0.0,
375,Non-Rural,61,64,63.,0,0,0,0.0,,The University of Melbourne,6.875,0.0,,0.0,,0.0,,0.0,,0.0,
376,Non-Rural,64,73,87,2,0,0,The University of Queensland,6.862,rsity of Melbourne,6.667,0.0,,0.0,,0.0,,0.0,6.719,0.0,
377,Non-Rural,71,75,75,0,0,0,The University of Queensland,7,0.0,6.1,0.0,,0.0,,0.0,,0.0,,0.0,
378,Non-Rural,60,72,66,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
379,Rural,57,72,67,8,0,0,The University of Melbourne,58,The University of Melbourne,58,0.0,,0.0,,0.0,,0.0,,0.0,
380,Non-Rural,64,80,84,0,0,0,The University of Queensland,6.54,The University of Wollongong,55,0.0,6.44,0.0,,0.0,,0.0,,0.0,
381,Non-Rural,62,64,65,0,4,4,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
382,Non-Rural,70,69,65,0,2,2,The University of Notre Dame Sydney,6.688,The University of Notre Dame Sydney,6.06,0.0,,0.0,,0.0,,0.0,,0.0,
383,Non-Rural,60,77,65,2,0,0,The University of Wollongong,55,Griffith University,7,0.0,6.535,0.0,,0.0,6.664,0.0,,0.0,
384,Non-Rural,65,77,56,0,0,0,The University of Notre Dame Sydney,6.9,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,
385,Non-Rural,68,88,61,0,0,0,The University of Melbourne,6.938,The University of Notre Dame Fremantle,6.524,0.0,,0.0,,0.0,,0.0,6.532,0.0,
386,Non-Rural,63.,60,77,0,0,0,Macquarie University,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
387,Non-Rural,58,86,71,0,0,0,Deakin University,6.94,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
388,Non-Rural,71,68,70,0,2,2,The University of Queensland,65,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,
389,Non-Rural,62,68,65,0,2,2,The University of Queensland,7,The University of Melbourne,6.36,0.0,,0.0,,0.0,,0.0,,0.0,
390,Non-Rural,60,69,68,0,0,0,The University of Notre Dame Sydney,6.635,The University of Melbourne,64,0.0,,0.0,,0.0,,0.0,,0.0,
391,Non-Rural,59,79,57,0,2,2,0.0,,0.0,,0.0,,0.0,,0.0,6.771,0.0,,0.0,
392,Rural,72,86,66,8,0,0,0.0,,Griffith University,6.57,0.0,,The University of Notre Dame Fremantle,6.771,0.0,,0.0,,0.0,7
393,Non-Rural,65,79,93,0,0,0,Griffith University,5.5625,The University of Notre Dame Sydney,6.771,0.0,,0.0,,0.0,,0.0,55,0.0,
394,Non-Rural,63,73,72,0,0,0,The University of Melbourne,6.444,The University of Queensland,5.36719,0.0,,0.0,,0.0,,0.0,,0.0,
395,Non-Rural,62,64,74,0,0,0,The University of Melbourne,6.963,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396,Rural,64,61,69,0,0,0,Griffith University,6.896,The University of Notre Dame Sydney,6.969,0.0,,0.0,,0.0,,0.0,,0.0,
397,Non-Rural,67,68,68,0,0,0,The University of Queensland,6.478,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
398,Non-Rural,67,59,77,0,0,0,The University of Notre Dame Fremantle,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399,Non-Rural,65,66,93,0,0,0,Griffith University,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
400,Non-Rural,60,54,69,0,0,0,Griffith University,7,0.0,,0.0,,0.0,,0.0,6.988,0.0,,0.0,
401,Non-Rural,62,73,77,0,2,2,0.0,,0.0,,0.0,,The University of Notre Dame Sydney,6.969,0.0,,0.0,,0.0,6.696
402,Non-Rural,66,64,77,0,0,0,The University of Notre Dame Sydney,6.82,Griffith University,6.958,0.0,,0.0,,0.0,,0.0,6.958,0.0,
403,Rural,68,64,64,0,0,0,The University of Notre Dame Sydney,6.969,Deakin University,6.917,0.0,,0.0,,0.0,,0.0,,0.0,
404,Non-Rural,59,69,63.,0,0,0,The University of Notre Dame Sydney,6.384,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
405,Non-Rural,68,76,69,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
406,Non-Rural,66,68,64,4,4,4,0.0,,Griffith University,7,The University of Melbourne,6.25,0.0,,Griffith University,7,0.0,,0.0,
