,Rurality,University,GPA,GAMSAT,Final Combo Score,Raw Combo Score,Deakin Bonus,ANU Bonus,MQ Bonus (GPA),Notes,
258,Non-Rural,The University of Melbourne,6.555,70.6666666666667,1.64309523809524,1.64309523809524,2,2,0,-,
259,Non-Rural,The University of Melbourne,6.925,65.3333333333333,1.64261904761905,1.64261904761905,0,0,0,-,
260,Non-Rural,The University of Melbourne,6.917,65.3333333333333,1.64147619047619,1.64147619047619,0,0,0,BHMS(A) grad,
261,Non-Rural,The University of Melbourne,6.263,74.6666666666667,1.64138095238095,1.64138095238095,2,0,0,-,
262,Non-Rural,The University of Melbourne,6.47,71.6666666666667,1.64095238095238,1.64095238095238,2,0,0,-,
263,Non-Rural,The University of Melbourne,6.9063,65.3333333333333,1.63994761904762,1.63994761904762,0,0,0,-,
264,Non-Rural,The University of Melbourne,6.245,74.6666666666667,1.63880952380952,1.63880952380952,0,0,0,forgor GAM,
265,Non-Rural,The University of Melbourne,6.5,71,1.63857142857143,1.63857142857143,0,0,0,-,
266,Non-Rural,The University of Melbourne,6.61,69.3333333333333,1.63761904761905,1.63761904761905,0,0,0,-,
267,Non-Rural,The University of Melbourne,6.75,67,1.63428571428571,1.63428571428571,0,0,0,"GAM, Average portfolio",
268,Non-Rural,The University of Melbourne,6.75,67,1.63428571428571,1.63428571428571,0,0,0,-,
269,Non-Rural,The University of Melbourne,6.792,66,1.63028571428571,1.63028571428571,4,0,0,-,
270,Non-Rural,The University of Melbourne,6.263,73.3333333333333,1.62804761904762,1.62804761904762,4,2,0,"GAM, strong UoW portfolio",
271,Non-Rural,The University of Melbourne,6.47,70.3333333333333,1.62761904761905,1.62761904761905,0,0,0,-,
272,Non-Rural,The University of Melbourne,6.371,71.6666666666667,1.62680952380952,1.62680952380952,0,0,0,Not sure GPA is correct. Study pattern was a left so only GEMSAS knows what they gave me.,
273,Non-Rural,The University of Melbourne,7,62.6666666666667,1.62666666666667,1.62666666666667,0,0,0,-,
274,Non-Rural,The University of Melbourne,6.41,71,1.62571428571429,1.62571428571429,0,0,0,-,
275,Non-Rural,The University of Melbourne,6.57,68.6666666666667,1.6252380952381,1.6252380952381,0,0,0,-,
276,Non-Rural,The University of Melbourne,6.36,71.6666666666667,1.6252380952381,1.6252380952381,0,0,0,-,
277,Non-Rural,The University of Melbourne,6.653,67.3333333333333,1.6237619047619,1.6237619047619,0,0,0,"WA resident, decent portfolio with Fraser's Portfolio Course",
278,Non-Rural,The University of Melbourne,6.3,72.3333333333333,1.62333333333333,1.62333333333333,2,0,0,-,
279,Non-Rural,The University of Melbourne,6.688,66.6666666666667,1.62209523809524,1.62209523809524,0,0,0,-,
280,Non-Rural,The University of Melbourne,6.958,62.6666666666667,1.62066666666667,1.62066666666667,2,0,0,average portfolio,
281,Non-Rural,The University of Melbourne,6.7,66.3333333333333,1.62047619047619,1.62047619047619,0,0,0,-,
282,Non-Rural,The University of Melbourne,6.921,63,1.61871428571429,1.61871428571429,0,2,0,"Top quartile CASPER, above average-strong diverse portfolio spread over 12 years of experience.",
283,Non-Rural,The University of Melbourne,6.75,65.3333333333333,1.61761904761905,1.61761904761905,0,0,0,-,
284,Non-Rural,The University of Melbourne,6.5,68.6666666666667,1.6152380952381,1.6152380952381,2,0,0,-,
285,Non-Rural,The University of Melbourne,6.846,63.3333333333333,1.61133333333333,1.61133333333333,0,0,0,-,
286,Non-Rural,The University of Melbourne,6.4,69.6666666666667,1.61095238095238,1.61095238095238,0,2,0,-,
287,Non-Rural,The University of Melbourne,6.413,69,1.60614285714286,1.60614285714286,4,0,0,-,
288,Non-Rural,The University of Melbourne,6.964,61,1.60485714285714,1.60485714285714,0,0,0,"GAM, below average portfolio",
289,Non-Rural,The University of Melbourne,6.4,69,1.60428571428571,1.60428571428571,2,0,0,-,
290,Non-Rural,The University of Melbourne,6.3,70.3333333333333,1.60333333333333,1.60333333333333,0,2,0,-,
291,Non-Rural,The University of Melbourne,6.15,72.3333333333333,1.60190476190476,1.60190476190476,0,2,0,-,
292,Non-Rural,The University of Melbourne,6.35,69,1.59714285714286,1.59714285714286,6,2,0,-,
293,Non-Rural,The University of Melbourne,6.3,69.6666666666667,1.59666666666667,1.59666666666667,2,0,0,GAM,
294,Non-Rural,The University of Melbourne,6.65,64.3333333333333,1.59333333333333,1.59333333333333,2,0,0,-,
295,Non-Rural,The University of Melbourne,6.44,67.3333333333333,1.59333333333333,1.59333333333333,0,2,0,-,
296,Non-Rural,The University of Melbourne,6.66,64,1.59142857142857,1.59142857142857,4,0,0,-,
297,Non-Rural,The University of Melbourne,6.592,64.6666666666667,1.58838095238095,1.58838095238095,0,0,0,-,
298,Non-Rural,The University of Melbourne,6.77,61.6666666666667,1.58380952380952,1.58380952380952,0,0,0,Strong Portfolio,
299,Non-Rural,The University of Melbourne,6.888,59.6666666666667,1.58066666666667,1.58066666666667,0,4,0,"Strong portfolio, especially research - PhD, Postdoc Cambridge, Fulbright Fellowship Harvard",
300,Non-Rural,The University of Melbourne,6.575,64,1.57928571428571,1.57928571428571,0,2,0,-,
301,Non-Rural,The University of Melbourne,6.313,67.6666666666667,1.57852380952381,1.57852380952381,0,2,0,-,
302,Non-Rural,The University of Melbourne,6.4,66,1.57428571428571,1.57428571428571,0,0,0,PhD,
303,Non-Rural,The University of Melbourne,6.488,64.6666666666667,1.57352380952381,1.57352380952381,4,0,0,-,
304,Non-Rural,The University of Melbourne,6.163,68.6666666666667,1.56709523809524,1.56709523809524,0,2,0,GAM 70 Portfolio Above Avergare,
305,Non-Rural,The University of Melbourne,5.8,73.6666666666667,1.5652380952381,1.5652380952381,0,0,0,Masters by Research (7 GPA at UQ),
306,Non-Rural,The University of Melbourne,5.994,70.3333333333333,1.55961904761905,1.55961904761905,4,0,0,"Rural Medical Program applicant (e.g. UQ Wide Bay/Bundaberg RMP,)",
307,Non-Rural,The University of Melbourne,6.25,66,1.55285714285714,1.55285714285714,4,4,0,"Strong protfolio submitted to UOW (i.e. community engagement, leadership, research contributions etc), but still no offer because GPA is based on a degree I did nearly 10 years ago.",
308,Non-Rural,The University of Melbourne,5.5,74,1.52571428571429,1.52571428571429,2,4,0,"WA Resident, Masters by Coursework and Research complete",
309,Non-Rural,The University of Melbourne,6.183,63.6666666666667,1.51995238095238,1.51995238095238,2,0,0,Strong portfolio,
310,Non-Rural,The University of Melbourne,6,66,1.51714285714286,1.51714285714286,2,0,0,-,
311,Non-Rural,The University of Melbourne,6.313,61.3333333333333,1.51519047619048,1.51519047619048,4,0,0,-,
312,Non-Rural,The University of Melbourne,6.1,62.6666666666667,1.49809523809524,1.49809523809524,0,0,0,-,
313,Non-Rural,The University of Melbourne,6.042,63.3333333333333,1.49647619047619,1.49647619047619,0,0,0,-,
314,Non-Rural,The University of Melbourne,5.697,67.6666666666667,1.49052380952381,1.49052380952381,0,0,0,-,
315,Non-Rural,The University of Melbourne,6.3,57,1.47,1.47,0,0,0,GAM,
316,Non-Rural,The University of Melbourne,5.5,63.6666666666667,1.42238095238095,1.42238095238095,0,0,0,-,
317,Non-Rural,The University of Notre Dame Fremantle,6.2,80.6666666666667,1.69238095238095,1.69238095238095,0,0,0,-,
318,Non-Rural,The University of Notre Dame Fremantle,7,67.3333333333333,1.67333333333333,1.67333333333333,0,0,0,WA resident,
319,Non-Rural,The University of Notre Dame Fremantle,6.6979,70,1.65684285714286,1.65684285714286,0,0,0,Forgot to submit Notre Dame portfolio lol,
320,Non-Rural,The University of Notre Dame Fremantle,6.948,66.3333333333333,1.65590476190476,1.65590476190476,2,0,0,-,
321,Non-Rural,The University of Notre Dame Fremantle,6.96,65.6666666666667,1.65095238095238,1.65095238095238,0,2,0,GAM,
322,Non-Rural,The University of Notre Dame Fremantle,6.46,71.6666666666667,1.63952380952381,1.63952380952381,2,0,0,-,
323,Non-Rural,The University of Notre Dame Fremantle,6.5,71,1.63857142857143,1.63857142857143,0,0,0,-,
324,Non-Rural,The University of Notre Dame Fremantle,6.737,66.6666666666667,1.62909523809524,1.62909523809524,0,0,0,-,
325,Non-Rural,The University of Notre Dame Fremantle,6.679,67.3333333333333,1.62747619047619,1.62747619047619,0,0,0,"WA resident, decent portfolio with Fraser's Portfolio Course",
326,Non-Rural,The University of Notre Dame Fremantle,6.612,68,1.62457142857143,1.62457142857143,0,0,0,Below average portfolio,
327,Non-Rural,The University of Notre Dame Fremantle,6.479,69.6666666666667,1.6222380952381,1.6222380952381,2,0,0,-,
328,Non-Rural,The University of Notre Dame Fremantle,6.85,64.3333333333333,1.62190476190476,1.62190476190476,2,0,0,-,
329,Non-Rural,The University of Notre Dame Fremantle,6.948,62.6666666666667,1.6192380952381,1.6192380952381,2,0,0,average portfolio,
330,Non-Rural,The University of Notre Dame Fremantle,6.771,65,1.61728571428571,1.61728571428571,0,2,3,average portfolio,
331,Non-Rural,The University of Notre Dame Fremantle,6.875,63.3333333333333,1.61547619047619,1.61547619047619,0,0,0,-,
332,Non-Rural,The University of Notre Dame Fremantle,6.792,63.6666666666667,1.60695238095238,1.60695238095238,2,2,0,Above average portfolio,
333,Non-Rural,The University of Notre Dame Fremantle,6.79,63.6666666666667,1.60666666666667,1.60666666666667,2,0,0,-,
334,Non-Rural,The University of Notre Dame Fremantle,6.79,63.6666666666667,1.60666666666667,1.60666666666667,2,0,0,-,
335,Non-Rural,The University of Notre Dame Fremantle,5.85,77,1.60571428571429,1.60571428571429,0,0,0,Fairly strong portfolio (I think),
336,Non-Rural,The University of Notre Dame Fremantle,6.524,67.3333333333333,1.60533333333333,1.60533333333333,2,0,0,-,
337,Non-Rural,The University of Notre Dame Fremantle,6.396,69,1.60371428571429,1.60371428571429,6,2,0,-,
338,Non-Rural,The University of Notre Dame Fremantle,6.688,64.6666666666667,1.60209523809524,1.60209523809524,4,0,0,-,
339,Non-Rural,The University of Notre Dame Fremantle,6.927,61,1.59957142857143,1.59957142857143,0,0,3,-,
340,Non-Rural,The University of Notre Dame Fremantle,6.96,60,1.59428571428571,1.59428571428571,0,0,0,WA resident,
341,Non-Rural,The University of Notre Dame Fremantle,6.427,67.3333333333333,1.59147619047619,1.59147619047619,0,2,0,-,
342,Non-Rural,The University of Notre Dame Fremantle,6.73,63,1.59142857142857,1.59142857142857,0,0,0,WA resident,
343,Non-Rural,The University of Notre Dame Fremantle,6.53,65.6666666666667,1.58952380952381,1.58952380952381,0,2,0,above average portfolio,
344,Non-Rural,The University of Notre Dame Fremantle,6.302,68.6666666666667,1.58695238095238,1.58695238095238,0,2,0,GAM 70 Portfolio Above Avergare,
345,Non-Rural,The University of Notre Dame Fremantle,6.771,61.6666666666667,1.58395238095238,1.58395238095238,0,0,0,Strong Portfolio,
346,Non-Rural,The University of Notre Dame Fremantle,6.599,64,1.58271428571429,1.58271428571429,4,0,0,-,
347,Non-Rural,The University of Notre Dame Fremantle,6.583,64,1.58042857142857,1.58042857142857,0,2,0,-,
348,Non-Rural,The University of Notre Dame Fremantle,6.626,62.6666666666667,1.5732380952381,1.5732380952381,2,0,0,I assumed my portfolio was good to at least get an interview offer.,
349,Non-Rural,The University of Notre Dame Fremantle,6.696,61,1.56657142857143,1.56657142857143,0,0,0,"GAM, below average portfolio",
350,Non-Rural,The University of Notre Dame Fremantle,6.33,66,1.56428571428571,1.56428571428571,2,0,0,-,
351,Non-Rural,The University of Notre Dame Fremantle,6.234,67,1.56057142857143,1.56057142857143,0,0,0,-,
352,Non-Rural,The University of Notre Dame Fremantle,6.233,66.3333333333333,1.5537619047619,1.5537619047619,0,0,0,"WA resident, studied bachelor honours and seperate bachelor degree",
353,Non-Rural,The University of Notre Dame Fremantle,6.427,62.6666666666667,1.54480952380952,1.54480952380952,0,2,0,-,
354,Non-Rural,The University of Notre Dame Fremantle,5.9,63.6666666666667,1.47952380952381,1.47952380952381,0,0,0,-,
355,Non-Rural,The University of Notre Dame Fremantle,6.3,57,1.47,1.47,0,0,0,GAM,
356,Non-Rural,The University of Notre Dame Sydney,6.823,75.6666666666667,1.73138095238095,1.73138095238095,0,0,0,-,
357,Non-Rural,The University of Notre Dame Sydney,7,73,1.73,1.73,0,2,0,"i thought my portfolio was average/above average lol, plenty of volunteering over the last 2 years + 2 jobs + honours research",
358,Non-Rural,The University of Notre Dame Sydney,6.69,74.3333333333333,1.69904761904762,1.69904761904762,0,0,0,below average portfolio,
359,Non-Rural,The University of Notre Dame Sydney,7,69.6666666666667,1.69666666666667,1.69666666666667,6,2,0,-,
360,Non-Rural,The University of Notre Dame Sydney,6.969,69.3333333333333,1.68890476190476,1.68890476190476,0,0,0,-,
361,Non-Rural,The University of Notre Dame Sydney,6.75,72.3333333333333,1.68761904761905,1.68761904761905,0,0,0,-,
362,Non-Rural,The University of Notre Dame Sydney,6.75,72.3333333333333,1.68761904761905,1.68761904761905,0,0,0,Weak portfolio,
363,Non-Rural,The University of Notre Dame Sydney,6.958,69.3333333333333,1.68733333333333,1.68733333333333,0,0,0,-,
364,Non-Rural,The University of Notre Dame Sydney,6.79,71.3333333333333,1.68333333333333,1.68333333333333,2,0,0,Average portfolio,
365,Non-Rural,The University of Notre Dame Sydney,6.969,68.6666666666667,1.6822380952381,1.6822380952381,2,0,0,-,
366,Non-Rural,The University of Notre Dame Sydney,6.6,73,1.67285714285714,1.67285714285714,0,0,0,-,
367,Non-Rural,The University of Notre Dame Sydney,6.837,69.3333333333333,1.67004761904762,1.67004761904762,0,0,0,Average portfolio,
368,Non-Rural,The University of Notre Dame Sydney,6.552,73.3333333333333,1.66933333333333,1.66933333333333,0,0,0,average portfolio,
369,Non-Rural,The University of Notre Dame Sydney,6.789,69.6666666666667,1.66652380952381,1.66652380952381,0,0,0,-,
370,Non-Rural,The University of Notre Dame Sydney,6.917,67.3333333333333,1.66147619047619,1.66147619047619,0,0,0,-,
371,Non-Rural,The University of Notre Dame Sydney,6.875,67.6666666666667,1.65880952380952,1.65880952380952,0,0,0,Thought I had a good portfolio but guess not?,
372,Non-Rural,The University of Notre Dame Sydney,6.948,66.3333333333333,1.65590476190476,1.65590476190476,2,0,0,-,
373,Non-Rural,The University of Notre Dame Sydney,6.744,69,1.65342857142857,1.65342857142857,0,0,0,-,
374,Non-Rural,The University of Notre Dame Sydney,6.533,72,1.65328571428571,1.65328571428571,0,0,0,portfolio strength (average),
375,Non-Rural,The University of Notre Dame Sydney,6.99,65.3333333333333,1.65190476190476,1.65190476190476,2,0,0,-,
376,Non-Rural,The University of Notre Dame Sydney,6.96,65.6666666666667,1.65095238095238,1.65095238095238,0,2,0,GAM,
377,Non-Rural,The University of Notre Dame Sydney,6.46,71.6666666666667,1.63952380952381,1.63952380952381,2,0,0,-,
378,Non-Rural,The University of Notre Dame Sydney,6.5,71,1.63857142857143,1.63857142857143,0,0,0,-,
379,Non-Rural,The University of Notre Dame Sydney,6.76,67,1.63571428571429,1.63571428571429,0,0,0,-,
380,Non-Rural,The University of Notre Dame Sydney,6.681,68,1.63442857142857,1.63442857142857,0,0,0,"Hospital Pharmacist, nil interviews",
381,Non-Rural,The University of Notre Dame Sydney,6.375,72,1.63071428571429,1.63071428571429,6,0,0,-,
382,Non-Rural,The University of Notre Dame Sydney,6.646,68,1.62942857142857,1.62942857142857,0,2,0,-,
383,Non-Rural,The University of Notre Dame Sydney,6.737,66.6666666666667,1.62909523809524,1.62909523809524,0,0,0,-,
384,Non-Rural,The University of Notre Dame Sydney,6.679,67.3333333333333,1.62747619047619,1.62747619047619,0,0,0,"WA resident, decent portfolio with Fraser's Portfolio Course",
385,Non-Rural,The University of Notre Dame Sydney,7,62.6666666666667,1.62666666666667,1.62666666666667,0,0,0,-,
386,Non-Rural,The University of Notre Dame Sydney,6.06,76,1.62571428571429,1.62571428571429,0,0,0,RMP Applicant,
387,Non-Rural,The University of Notre Dame Sydney,6.917,63.6666666666667,1.62480952380952,1.62480952380952,4,0,0,-,
388,Non-Rural,The University of Notre Dame Sydney,6.612,68,1.62457142857143,1.62457142857143,0,0,0,Below average portfolio,
389,Non-Rural,The University of Notre Dame Sydney,6.479,69.6666666666667,1.6222380952381,1.6222380952381,2,0,0,-,
390,Non-Rural,The University of Notre Dame Sydney,6.85,64.3333333333333,1.62190476190476,1.62190476190476,2,0,0,-,
391,Non-Rural,The University of Notre Dame Sydney,6.771,65.3333333333333,1.62061904761905,1.62061904761905,0,0,0,-,
392,Non-Rural,The University of Notre Dame Sydney,6.948,62.6666666666667,1.6192380952381,1.6192380952381,2,0,0,average portfolio,
393,Non-Rural,The University of Notre Dame Sydney,6.375,70.6666666666667,1.61738095238095,1.61738095238095,0,0,0,-,
394,Non-Rural,The University of Notre Dame Sydney,6.771,65,1.61728571428571,1.61728571428571,0,2,3,average portfolio,
395,Non-Rural,The University of Notre Dame Sydney,6.875,63.3333333333333,1.61547619047619,1.61547619047619,0,0,0,-,
396,Non-Rural,The University of Notre Dame Sydney,6.385,70.3333333333333,1.61547619047619,1.61547619047619,4,0,0,"Rural Medical Program applicant (e.g. UQ Wide Bay/Bundaberg RMP,)",
397,Non-Rural,The University of Notre Dame Sydney,6.8,64.3333333333333,1.6147619047619,1.6147619047619,0,0,0,-,
398,Non-Rural,The University of Notre Dame Sydney,6.75,64.6666666666667,1.61095238095238,1.61095238095238,0,0,0,-,
399,Non-Rural,The University of Notre Dame Sydney,6.833,63.3333333333333,1.60947619047619,1.60947619047619,2,0,3,-,
400,Non-Rural,The University of Notre Dame Sydney,6.792,63.6666666666667,1.60695238095238,1.60695238095238,2,2,0,Above average portfolio,
401,Non-Rural,The University of Notre Dame Sydney,6.969,61,1.60557142857143,1.60557142857143,0,0,0,"GAM, below average portfolio",
402,Non-Rural,The University of Notre Dame Sydney,6.524,67.3333333333333,1.60533333333333,1.60533333333333,2,0,0,-,
403,Non-Rural,The University of Notre Dame Sydney,6.313,70.3333333333333,1.60519047619048,1.60519047619048,6,0,0,Portfolio average.,
404,Non-Rural,The University of Notre Dame Sydney,6.396,69,1.60371428571429,1.60371428571429,6,2,0,-,
405,Non-Rural,The University of Notre Dame Sydney,6.688,64.6666666666667,1.60209523809524,1.60209523809524,4,0,0,-,
406,Non-Rural,The University of Notre Dame Sydney,6.927,61,1.59957142857143,1.59957142857143,0,0,3,-,
407,Non-Rural,The University of Notre Dame Sydney,6.728,63.6666666666667,1.59780952380952,1.59780952380952,4,2,0,-,
408,Non-Rural,The University of Notre Dame Sydney,6.96,60,1.59428571428571,1.59428571428571,0,0,0,WA resident,
409,Non-Rural,The University of Notre Dame Sydney,6.3,69.3333333333333,1.59333333333333,1.59333333333333,0,0,0,-,
410,Non-Rural,The University of Notre Dame Sydney,6.427,67.3333333333333,1.59147619047619,1.59147619047619,0,2,0,-,
411,Non-Rural,The University of Notre Dame Sydney,6.73,63,1.59142857142857,1.59142857142857,0,0,0,WA resident,
412,Non-Rural,The University of Notre Dame Sydney,6.53,65.6666666666667,1.58952380952381,1.58952380952381,0,2,0,above average portfolio,
413,Non-Rural,The University of Notre Dame Sydney,6.302,68.6666666666667,1.58695238095238,1.58695238095238,0,2,0,GAM 70 Portfolio Above Avergare,
414,Non-Rural,The University of Notre Dame Sydney,6.771,61.6666666666667,1.58395238095238,1.58395238095238,0,0,0,Strong Portfolio,
415,Non-Rural,The University of Notre Dame Sydney,6.599,64,1.58271428571429,1.58271428571429,4,0,0,-,
416,Non-Rural,The University of Notre Dame Sydney,6.583,64,1.58042857142857,1.58042857142857,0,2,0,-,
417,Non-Rural,The University of Notre Dame Sydney,6.3,68,1.58,1.58,0,0,0,-,
418,Non-Rural,The University of Notre Dame Sydney,6.626,62.6666666666667,1.5732380952381,1.5732380952381,2,0,0,I assumed my portfolio was good to at least get an interview offer.,
419,Non-Rural,The University of Notre Dame Sydney,6.375,66,1.57071428571429,1.57071428571429,4,0,0,Strong portfolio (imo),
420,Non-Rural,The University of Notre Dame Sydney,6.33,66,1.56428571428571,1.56428571428571,2,0,0,-,
421,Non-Rural,The University of Notre Dame Sydney,6.43,64.3333333333333,1.56190476190476,1.56190476190476,6,2,0,thought I had a strong portfolio,
422,Non-Rural,The University of Notre Dame Sydney,6.146,68.3333333333333,1.56133333333333,1.56133333333333,0,0,0,-,
423,Non-Rural,The University of Notre Dame Sydney,6.234,67,1.56057142857143,1.56057142857143,0,0,0,-,
424,Non-Rural,The University of Notre Dame Sydney,6.431,63.3333333333333,1.55204761904762,1.55204761904762,0,0,0,-,
425,Non-Rural,The University of Notre Dame Sydney,6.427,62.6666666666667,1.54480952380952,1.54480952380952,0,2,0,-,
426,Non-Rural,The University of Notre Dame Sydney,6.4,61.3333333333333,1.52761904761905,1.52761904761905,0,0,0,above average portfolio,
427,Non-Rural,The University of Notre Dame Sydney,5.56,72.6666666666667,1.52095238095238,1.52095238095238,0,0,0,-,
428,Non-Rural,The University of Notre Dame Sydney,6.4,57,1.48428571428571,1.48428571428571,0,0,0,GAM,
429,Non-Rural,The University of Notre Dame Sydney,5.8,65.3333333333333,1.48190476190476,1.48190476190476,6,0,3,strong,
430,Non-Rural,The University of Notre Dame Sydney,5.912,63.6666666666667,1.4812380952381,1.4812380952381,0,0,0,-,
431,Non-Rural,The University of Notre Dame Sydney,5.01,67.6666666666667,1.39238095238095,1.39238095238095,0,0,0,-,
432,Non-Rural,The University of Queensland,7,70.3333333333333,1.70333333333333,1.70333333333333,4,0,0,"Rural Medical Program applicant (e.g. UQ Wide Bay/Bundaberg RMP,)",
433,Non-Rural,The University of Queensland,6.94,68.6666666666667,1.67809523809524,1.67809523809524,0,0,0,-,
434,Non-Rural,The University of Queensland,6.927,67.6666666666667,1.6662380952381,1.6662380952381,0,0,0,Thought I had a good portfolio but guess not?,
435,Non-Rural,The University of Queensland,6.57,72.3333333333333,1.66190476190476,1.66190476190476,0,0,0,-,
436,Non-Rural,The University of Queensland,6,80.3333333333333,1.66047619047619,1.66047619047619,0,0,0,Studied in UK so GPA calculation is a conversion from a UK Masters degree,
437,Non-Rural,The University of Queensland,7,66,1.66,1.66,0,0,0,Non-WA resident,
438,Non-Rural,The University of Queensland,6.5,73,1.65857142857143,1.65857142857143,2,0,0,-,
439,Non-Rural,The University of Queensland,6.85,68,1.65857142857143,1.65857142857143,6,0,0,-,
440,Non-Rural,The University of Queensland,7,65.6666666666667,1.65666666666667,1.65666666666667,2,0,0,-,
441,Non-Rural,The University of Queensland,7,65.6666666666667,1.65666666666667,1.65666666666667,0,2,0,GAM,
442,Non-Rural,The University of Queensland,6.857,67.6666666666667,1.6562380952381,1.6562380952381,0,0,0,Non-WA resident,
443,Non-Rural,The University of Queensland,6.871,67,1.65157142857143,1.65157142857143,2,0,0,-,
444,Non-Rural,The University of Queensland,6.98,65.3333333333333,1.65047619047619,1.65047619047619,0,0,0,-,
445,Non-Rural,The University of Queensland,7,65,1.65,1.65,0,2,3,average portfolio,
446,Non-Rural,The University of Queensland,6.875,66.3333333333333,1.64547619047619,1.64547619047619,0,0,0,-,
447,Non-Rural,The University of Queensland,6.913,65.6666666666667,1.6442380952381,1.6442380952381,0,0,0,-,
448,Non-Rural,The University of Queensland,6.5,71.3333333333333,1.64190476190476,1.64190476190476,0,0,0,Decent portfolio,
449,Non-Rural,The University of Queensland,7,64,1.64,1.64,4,0,0,-,
450,Non-Rural,The University of Queensland,7,63.6666666666667,1.63666666666667,1.63666666666667,0,0,0,-,
451,Non-Rural,The University of Queensland,6.756,67,1.63514285714286,1.63514285714286,0,0,0,GAM,
452,Non-Rural,The University of Queensland,6.388,72,1.63257142857143,1.63257142857143,0,0,0,portfolio strength (average),
453,Non-Rural,The University of Queensland,6.5,70,1.62857142857143,1.62857142857143,0,0,0,Forgot to submit Notre Dame portfolio lol,
454,Non-Rural,The University of Queensland,7,62.6666666666667,1.62666666666667,1.62666666666667,0,2,0,-,
455,Non-Rural,The University of Queensland,7,62.6666666666667,1.62666666666667,1.62666666666667,0,0,0,-,
456,Non-Rural,The University of Queensland,6.792,65.3333333333333,1.62361904761905,1.62361904761905,0,0,0,-,
457,Non-Rural,The University of Queensland,6.54,68.6666666666667,1.62095238095238,1.62095238095238,0,0,0,-,
458,Non-Rural,The University of Queensland,6.55,67.6666666666667,1.61238095238095,1.61238095238095,0,0,0,-,
459,Non-Rural,The University of Queensland,6.76,64.3333333333333,1.60904761904762,1.60904761904762,2,0,0,-,
460,Non-Rural,The University of Queensland,6.3,70.3333333333333,1.60333333333333,1.60333333333333,0,2,0,-,
461,Non-Rural,The University of Queensland,6.781,63,1.59871428571429,1.59871428571429,0,2,0,"Top quartile CASPER, above average-strong diverse portfolio spread over 12 years of experience.",
462,Non-Rural,The University of Queensland,6,74,1.59714285714286,1.59714285714286,0,0,0,-,
463,Non-Rural,The University of Queensland,5.625,79,1.59357142857143,1.59357142857143,4,2,0,-,
464,Non-Rural,The University of Queensland,6.875,61,1.59214285714286,1.59214285714286,0,0,3,-,
465,Non-Rural,The University of Queensland,6.73,63,1.59142857142857,1.59142857142857,0,0,0,WA resident,
466,Non-Rural,The University of Queensland,6.075,72,1.58785714285714,1.58785714285714,6,0,0,-,
467,Non-Rural,The University of Queensland,6.02,72.3333333333333,1.58333333333333,1.58333333333333,0,2,0,-,
468,Non-Rural,The University of Queensland,6.313,67.6666666666667,1.57852380952381,1.57852380952381,0,0,0,-,
469,Non-Rural,The University of Queensland,6.5,63.6666666666667,1.5652380952381,1.5652380952381,2,0,0,-,
470,Non-Rural,The University of Queensland,6.511,63.3333333333333,1.56347619047619,1.56347619047619,0,0,0,-,
471,Non-Rural,The University of Queensland,5.99,70.3333333333333,1.55904761904762,1.55904761904762,0,0,0,-,
472,Non-Rural,The University of Queensland,6.247,66.3333333333333,1.55576190476191,1.55576190476191,0,0,0,"WA resident, studied bachelor honours and seperate bachelor degree",
473,Non-Rural,The University of Queensland,6,69,1.54714285714286,1.54714285714286,6,2,0,-,
474,Non-Rural,The University of Queensland,6.125,67,1.545,1.545,0,0,0,-,
475,Non-Rural,The University of Queensland,6,68.6666666666667,1.54380952380952,1.54380952380952,0,2,0,-,
476,Non-Rural,The University of Queensland,5.781,68.3333333333333,1.50919047619048,1.50919047619048,0,0,0,-,
477,Non-Rural,The University of Queensland,6,65,1.50714285714286,1.50714285714286,4,0,0,-,
478,Non-Rural,The University of Queensland,5.2,63.6666666666667,1.37952380952381,1.37952380952381,0,0,0,-,
479,Non-Rural,The University of Western Australia,6.804,69.5,1.667,1.667,0,0,0,"WA resident, decent portfolio with Fraser's Portfolio Course",
480,Non-Rural,The University of Western Australia,6.741,70,1.663,1.663,0,0,0,-,
481,Non-Rural,The University of Western Australia,6.646,70.5,1.65442857142857,1.65442857142857,0,0,0,-,
482,Non-Rural,The University of Western Australia,6.739,68.75,1.65021428571429,1.65021428571429,2,0,0,-,
483,Non-Rural,The University of Western Australia,6.931,65.75,1.64764285714286,1.64764285714286,0,0,0,BHMS(A) grad,
484,Non-Rural,The University of Western Australia,6.875,65.75,1.63964285714286,1.63964285714286,0,0,0,-,
485,Non-Rural,The University of Western Australia,6.813,66.5,1.63828571428571,1.63828571428571,0,0,0,GAM,
486,Non-Rural,The University of Western Australia,6.479,71.25,1.63807142857143,1.63807142857143,4,0,0,"Rural Medical Program applicant (e.g. UQ Wide Bay/Bundaberg RMP,)",
487,Non-Rural,The University of Western Australia,6.958,63,1.624,1.624,0,0,0,"GAM, below average portfolio",
488,Non-Rural,The University of Western Australia,6.354,71.25,1.62021428571429,1.62021428571429,2,0,0,-,
489,Non-Rural,The University of Western Australia,6.396,70.5,1.61871428571429,1.61871428571429,4,0,0,-,
490,Non-Rural,The University of Western Australia,6.02,75.75,1.6175,1.6175,0,2,0,-,
491,Non-Rural,The University of Western Australia,6.612,67.25,1.61707142857143,1.61707142857143,0,0,0,Below average portfolio,
