,Timestamp,Rurality,University,Final Combo,GPA,GAMSAT,Raw Combo,CASPer Quartile,ANU Bonuses,Deakin Bonus,MQ Bonus,Deakin RTS Tier,Unimelb GAM,UNDF Bonuses,UNDS Bonuses,UQ MP/RMP Tier + Location,UoW Bonuses,Notes,Outlier
143,30/08/2024 11:42:57,Non-Rural,Macquarie University,1.53628571428571,6.624,59,1.5363,2nd,0,2,0,Did not apply,Yes,,,,,1,
144,30/08/2024 14:46:01,Non-Rural,Macquarie University,1.52928571428571,6.4,61.5,1.5293,4th,0,0,0,Did not apply,,,None,,,2,
145,30/08/2024 13:16:11,Non-Rural,Macquarie University,1.51242857142857,6.177,63,1.5124,4th,2,2,0,Did not apply,,,None,Tier 3,Rockhampton,1,
146,30/08/2024 12:28:22,Non-Rural,Macquarie University,1.48892857142857,6.1,61.75,1.4889,2nd,0,0,0,,,,None,,,3,
147,30/08/2024 12:43:35,Non-Rural,The University of Melbourne,1.69285714285714,6.6,75,1.69285714285714,N/A,0,0,0,Did not apply,Yes,,,,,0,
148,30/08/2024 22:10:18,Non-Rural,The University of Melbourne,1.6714,6.87,69,1.6714,2nd,0,0,0,,No,,,,,0,
149,30/08/2024 12:34:30,Non-Rural,The University of Melbourne,1.66284285714286,6.063,79.67,1.66284285714286,N/A,0,0,0,,Yes,,,,,0,
150,30/08/2024 12:00:36,Non-Rural,The University of Melbourne,1.66114285714286,6.938,67,1.66114285714286,N/A,0,2,0,Did not apply,Yes,,,,,0,GAM (financial disadvantage + personal difficulties)
151,30/08/2024 11:49:46,Non-Rural,The University of Melbourne,1.66044285714286,6.91,67.33,1.66044285714286,4th,0,2,0,Did not apply,No,,,,,0,Nope
152,30/08/2024 16:32:58,Non-Rural,The University of Melbourne,1.65901428571429,6.62,71.33,1.65901428571429,4th,0,0,0,Did not apply,No,,,,,0,
153,30/08/2024 13:28:09,Non-Rural,The University of Melbourne,1.65787142857143,6.682,70.33,1.65787142857143,4th,0,2,0,Did not apply,No,,,,,0,
154,30/08/2024 12:10:03,Non-Rural,The University of Melbourne,1.6567,7,65.67,1.6567,N/A,0,0,0,,No,,,,,0,
155,03/09/2024 12:42:40,Non-Rural,The University of Melbourne,1.65384285714286,6.77,68.67,1.65384285714286,4th,0,4,0,Did not apply,No,,,,,0,
156,30/08/2024 17:07:33,Non-Rural,The University of Melbourne,1.6533,7,65.33,1.6533,3rd,0,0,0,Did not apply,Yes,,None,,,0,
157,30/08/2024 13:55:20,Non-Rural,The University of Melbourne,1.65128571428571,6.799,68,1.65128571428571,3rd,0,0,0,,No,,None,,,0,
158,31/08/2024 02:34:19,Non-Rural,The University of Melbourne,1.65028571428571,6.792,68,1.65028571428571,3rd,0,6,0,Did not apply,Yes,,,,,0,
159,06/09/2024 10:03:08,Non-Rural,The University of Melbourne,1.65,7,65,1.65,4th,0,0,0,,Yes,,,Tier 3,Toowoomba,1,
160,09/09/2024 18:19:12,Non-Rural,The University of Melbourne,1.65,6.93,66,1.65,1st,0,0,0,Did not apply,No,,,,,0,
161,30/08/2024 15:19:15,Non-Rural,The University of Melbourne,1.64901428571429,6.97,65.33,1.64901428571429,N/A,0,0,0,,No,,,,,0,
162,19/09/2024 01:47:15,Non-Rural,The University of Melbourne,1.64858571428571,6.757,68.33,1.64858571428571,2nd,0,2,0,Did not apply,No,,,,,0,
163,30/08/2024 12:18:49,Non-Rural,The University of Melbourne,1.6481,6.73,68.67,1.6481,4th,0,0,0,,No,,None,,,1,
164,01/09/2024 21:54:19,Non-Rural,The University of Melbourne,1.64758571428571,6.61,70.33,1.64758571428571,4th,0,4,0,Did not apply,No,,,,,0,
165,30/08/2024 11:45:02,Non-Rural,The University of Melbourne,1.64712857142857,6.793,67.67,1.64712857142857,4th,0,0,0,,No,,,Tier 3,Toowoomba,0,
166,30/08/2024 11:40:39,Non-Rural,The University of Melbourne,1.64642857142857,6.975,65,1.64642857142857,4th,0,0,0,Did not apply,No,,None,,,0,
167,30/08/2024 12:08:44,Non-Rural,The University of Melbourne,1.64527142857143,6.85,66.67,1.64527142857143,N/A,0,2,0,Did not apply,No,,,,,0,
168,30/08/2024 17:36:35,Non-Rural,The University of Melbourne,1.64212857142857,6.688,68.67,1.64212857142857,N/A,0,2,0,Did not apply,No,,,,,0,
169,30/08/2024 13:02:31,Non-Rural,The University of Melbourne,1.64,7,64,1.64,N/A,0,0,0,,No,,,,,0,
170,30/08/2024 12:33:27,Non-Rural,The University of Melbourne,1.63985714285714,6.579,70,1.63985714285714,3rd,0,0,0,Did not apply,Yes,,None,,,0,
171,30/08/2024 13:53:19,Non-Rural,The University of Melbourne,1.63701428571429,6.746,67.33,1.63701428571429,2nd,0,0,0,,No,,None,Tier 3,Toowoomba,0,
172,01/09/2024 15:47:36,Non-Rural,The University of Melbourne,1.63655714285714,6.579,69.67,1.63655714285714,3rd,0,0,0,,No,,,,,0,
173,30/08/2024 11:26:07,Non-Rural,The University of Melbourne,1.63341428571429,6.557,69.67,1.63341428571429,3rd,0,0,0,,Yes,,,,,0,
174,02/09/2024 15:17:11,Non-Rural,The University of Melbourne,1.63285714285714,6.67,68,1.63285714285714,N/A,0,0,0,Did not apply,No,,,Tier 3,Toowoomba,0,
175,30/08/2024 11:25:31,Non-Rural,The University of Melbourne,1.63087142857143,6.143,75.33,1.63087142857143,N/A,0,0,0,,No,,,,,0,
