,rurality,s1 score,s2 score,s3 score,deakin bonus,anu bonus,mq bonus,notes,interview?,interview uni,interview uni gpa,interview uni gamsat,pref 1 uni,pref 1 gpa,pref 1 gamsat,pref 2 uni,pref 2 gpa,pref 2 gamsat,pref 3 uni,pref 3 gpa,pref 3 gamsat,pref 4 uni,pref 4 gpa,pref 4 gamsat,pref 5 uni,pref 5 gpa,pref 5 gamsat,pref 6 uni,pref 6 gpa,pref 6 gamsat,year,uq tier,casper quartile,deakin tier,unimelb gam,undf bonuses,unds bonuses,uow bonuses
1325,Rural,50,50,50,10,0,0,"did not sit the gamsat
",,Deakin University,6.917,50.0,,,,,,,,,,,,,,,,,,,2024,,,Tier 1,,,,0.0
1326,Rural,60,65,81,0,0,0,"
",,The University of Melbourne,6.7,68.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1327,Non-Rural,72,73,74,6,0,0,"
",,Deakin University,6.583,73.25,,,,,,,,,,,,,,,,,,,2024,,,Did not apply,,,,0.0
1328,Non-Rural,69,67,70,0,0,0,"
",,The University of Notre Dame Sydney,6.889,68.67,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1329,Non-Rural,62,63,70,0,0,0,"
",,The University of Queensland (Metro),6.86,65.0,Deakin University,6.85,66.25,Griffith University,6.85,66.25,Australian National University,6.6,66.25,,,,,,,,,,2024,,,Did not apply,,,,0.0
1330,Non-Rural,65,52,59,6,0,0,"
",,,,,The University of Queensland (Metro),6.74,58.67,Australian National University,6.74,58.75,Deakin University,6.74,58.75,,,,,,,,,,2024,,1st,Did not apply,,,,0.0
1331,Non-Rural,59,78,59,0,0,0,"
",,The University of Notre Dame Sydney,6.958,65.33,The University of Wollongong,6.958,63.75,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1332,Non-Rural,56,70,68,0,0,0,"
",,Macquarie University,6.887,65.5,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1333,Non-Rural,57,87,58,0,0,0,"
",,The University of Notre Dame Sydney,6.594,67.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1334,Non-Rural,55,64,67,2,0,0,"
",,The University of Notre Dame Fremantle,6.808,62.0,The University of Queensland (Metro),6.979,62.0,Griffith University,6.647,63.25,The University of Notre Dame Sydney,6.808,62.0,Deakin University,6.799,63.25,,,,,,,2024,,4th,Did not apply,,,,0.0
1335,Non-Rural,62,61,63,8,0,0,"
",,Deakin University,6.837,62.25,,,,,,,,,,,,,,,,,,,2024,,4th,Did not apply,,,,0.0
1336,Non-Rural,70,68,76,0,0,0,"
",,Griffith University,6.656,72.5,The University of Queensland (Metro),6.3,71.33,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1337,Non-Rural,53,69,69,0,0,0,"
",,The University of Notre Dame Sydney,6.885,63.67,The University of Wollongong,6.885,65.0,Australian National University,6.885,65.0,Griffith University,6.906,65.0,,,,,,,,,,2024,,4th,,,,,1.0
1338,Non-Rural,69,59,68,0,0,0,"
",,The University of Wollongong,6.88,66.0,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,5.0
1339,Non-Rural,54,60,51,0,0,0,"
",,The University of Wollongong,6.6,54.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,3.0
1340,Non-Rural,54,60,65,8,0,0,"
",,Deakin University,6.802,61.0,,,,,,,,,,,,,,,,,,,2024,,3rd,Did not apply,,,,0.0
1341,Non-Rural,70,68,80,0,0,0,"
",,Australian National University,6.906,74.5,The University of Wollongong,6.906,74.5,The University of Notre Dame Sydney,6.906,72.67,,,,,,,,,,,,,2024,,1st,,,,,3.0
1342,Non-Rural,59,72,68,0,0,0,"
",,The University of Queensland (Metro),6.8,66.33,The University of Wollongong,6.8,66.75,The University of Notre Dame Sydney,6.8,66.33,,,,,,,,,,,,,2024,,2nd,,,,,1.0
1343,Non-Rural,57,69,60,0,0,0,"
",,The University of Notre Dame Fremantle,6.712,62.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1344,Rural,56,54,64,0,0,3,"added the 3% rural bonus to mq. if this was an error & you're non-rural, let me know and i'll edit your submission -luke
",,,,,The University of Wollongong,5.635,59.5,Macquarie University,5.635,59.5,The University of Notre Dame Sydney,5.635,58.0,,,,The University of Western Australia,5.521,59.5,The University of Queensland (Metro),5.5,58.0,2024,,4th,,,,,1.0
1345,Non-Rural,60,87,63,0,0,0,"
",,The University of Queensland (RMP),6.93,70.0,,,,,,,,,,,,,,,,,,,2024,Tier 3,,,,,,0.0
1346,Non-Rural,63,62,78,0,0,0,"
",,The University of Queensland (Metro),7.0,67.67,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1347,Non-Rural,69,79,63,0,0,0,"
",,The University of Notre Dame Sydney,6.636,70.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1348,Non-Rural,65,64,80,0,0,0,"
",,The University of Queensland (Metro),6.865,69.67,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1349,Non-Rural,59,65,66,0,0,0,"
",,The University of Wollongong,6.9,64.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,3.0
1350,Non-Rural,61,66,66,0,0,0,"
",,The University of Queensland (Metro),7.0,64.33,The University of Notre Dame Sydney,6.54,64.33,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1351,Non-Rural,68,70,69,0,0,0,"
",,The University of Queensland (Metro),6.87,69.0,Australian National University,6.87,69.0,The University of Melbourne,6.87,69.0,,,,,,,,,,,,,2024,,2nd,,No,,,0.0
1352,Non-Rural,65,77,63,0,0,0,"
",,The University of Notre Dame Fremantle,6.885,68.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1353,Non-Rural,70,69,86,0,0,0,"
",,The University of Melbourne,6.9,75.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1354,Non-Rural,64,79,67,0,0,0,"
",,The University of Melbourne,6.85,70.0,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1355,Non-Rural,66,64,85,0,0,0,"
",,The University of Melbourne,6.895,71.67,,,,,,,,,,,,,,,,,,,2024,,4th,,Yes,,,0.0
1356,Non-Rural,68,78,71,0,0,0,"
",,The University of Wollongong,6.4,72.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1357,Non-Rural,70,72,81,0,0,0,"
",,The University of Melbourne,7.0,74.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1358,Non-Rural,61,77,63,0,0,0,"
",,The University of Queensland (RMP),6.96,67.0,Griffith University,6.85,66.0,,,,,,,,,,,,,,,,2024,Tier 3,4th,,,,,0.0
1359,Non-Rural,54,70,68,0,0,0,"
",,Griffith University,7.0,65.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1360,Non-Rural,60,72,78,0,0,0,"
",,The University of Melbourne,6.94,70.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1361,Non-Rural,71,63,73,0,0,0,"
",,The University of Notre Dame Sydney,6.7,69.0,The University of Wollongong,6.7,70.0,,,,,,,,,,,,,,,,2024,,3rd,,,,,3.0
1362,Non-Rural,62,72,80,0,0,0,"
",,The University of Notre Dame Sydney,6.837,71.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1363,Non-Rural,68,62,78,0,0,0,"
",,The University of Western Australia,6.65,71.5,The University of Melbourne,6.55,69.33,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1364,Non-Rural,70,77,75,0,0,0,"
",,The University of Notre Dame Sydney,7.0,74.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1365,Non-Rural,72,76,98,0,0,0,"
",,The University of Melbourne,6.8,82.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1366,Rural,55,61,64,0,0,0,"
",,The University of Melbourne,6.25,60.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1367,Non-Rural,65,73,70,0,0,0,"
",,The University of Melbourne,7.0,69.33,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1368,Non-Rural,59,59,72,4,0,0,"
",,Deakin University,6.925,65.5,The University of Wollongong,6.865,65.5,,,,The University of Notre Dame Sydney,6.865,63.33,,,,,,,,,,2024,,2nd,Did not apply,,,,2.0
1369,Non-Rural,60,71,59,0,0,0,"
",,The University of Notre Dame Sydney,6.84,63.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1370,Rural,50,62,70,0,0,0,"
",,The University of Wollongong,6.2,63.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,4.0
1371,Non-Rural,75,68,61,6,0,0,"
",,Deakin University,6.792,66.25,The University of Melbourne,6.792,68.0,,,,,,,,,,,,,,,,2024,,3rd,Did not apply,Yes,,,0.0
1372,Rural,65,67,58,0,0,0,"
",,Griffith University,7.0,62.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1373,Non-Rural,68,89,73,0,0,0,"
",,The University of Melbourne,6.641,76.67,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1374,Non-Rural,60,75,70,0,0,0,"
",,The University of Melbourne,6.905,68.33,,,,,,,,,,,,,,,,,,,2024,,2nd,,No,,,0.0
1375,Rural,66,62,77,0,0,0,"
",,Griffith University,6.54,70.5,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1376,Non-Rural,65,68,98,0,0,0,"
",,Australian National University,7.0,82.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1377,Non-Rural,74,78,70,0,0,0,"
",,The University of Melbourne,6.814,74.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1378,Rural,54,62,62,0,0,0,"
",,The University of Notre Dame Sydney,6.563,59.33,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,HDR,0.0
1379,Non-Rural,64,76,62,0,0,0,"
",,The University of Notre Dame Sydney,6.984,67.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1380,Non-Rural,68,63,71,0,0,0,"
",,The University of Western Australia,6.741,68.25,The University of Wollongong,6.793,68.25,,,,,,,,,,,,,,,,2024,,4th,,,,,1.0
1381,Rural,52,50,52,0,0,0,"
",,The University of Wollongong,5.95,51.5,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,3.0
1382,Non-Rural,57,75,73,0,0,0,"
",,The University of Notre Dame Sydney,6.607,68.33,The University of Melbourne,6.588,68.33,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1383,Non-Rural,65,69,100,0,0,0,"
",,The University of Melbourne,7.0,78.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1384,Non-Rural,75,72,73,0,0,0,"
",,The University of Queensland (Metro),6.68,73.33,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1385,Non-Rural,65,65,70,10,0,0,"
",,Deakin University,6.583,67.5,The University of Notre Dame Sydney,6.656,66.67,The University of Wollongong,6.656,67.5,,,,,,,,,,,,,2024,,1st,Did not apply,,,,0.0
1386,Non-Rural,59,78,65,0,0,0,"
",,Griffith University,6.89,66.75,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1387,Non-Rural,59,73,67,0,0,0,"
",,Griffith University,6.979,66.5,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1388,Non-Rural,75,73,52,0,0,0,"
",,The University of Notre Dame Fremantle,6.969,66.67,,,,,,,,,,,,,,,,,,,2024,,2nd,,,WA Res,,0.0
1389,Non-Rural,61,55,70,0,0,0,"
",,The University of Western Australia,7.0,64.0,The University of Melbourne,7.0,62.0,Deakin University,7.0,64.0,Griffith University,7.0,64.0,Australian National University,7.0,64.0,,,,,,,2024,,,Did not apply,No,,,0.0
1390,Rural,63,53,63,0,0,0,"
",,The University of Wollongong,6.83,60.5,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,3.0
1391,Non-Rural,71,72,65,0,0,0,"
",,The University of Notre Dame Sydney,6.438,69.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1392,Rural,74,70,54,14,0,0,"
",,Deakin University,6.745,63.0,,,,,,,,,,,,,,,,,,,2024,,,Tier 2,,,,0.0
1393,Non-Rural,60,61,63,0,0,0,"
",,,,,The University of Wollongong,6.819,61.75,,,,,,,,,,,,,,,,2024,,3rd,,,,,1.0
1394,Non-Rural,65,63,58,0,0,0,"
",,The University of Wollongong,6.615,61.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,3.0
1395,Non-Rural,70,71,82,0,0,0,"no
",,The University of Notre Dame Sydney,6.38,74.33,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1396,Non-Rural,65,86,73,0,0,0,"
",,The University of Melbourne,6.786,74.67,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1397,Non-Rural,65,70,58,4,0,0,"no
",,The University of Notre Dame Fremantle,6.73,64.33,The University of Melbourne,6.68,64.33,Deakin University,6.73,62.75,The University of Notre Dame Sydney,6.73,64.33,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1398,Non-Rural,60,60,70,0,0,0,"
",,The University of Wollongong,6.7,65.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,4.0
1399,Non-Rural,65,69,59,0,0,0,"
",,The University of Wollongong,6.6,63.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,2.0
1400,Non-Rural,74,70,63,0,0,0,"
",,The University of Queensland (RMP),7.0,69.0,The University of Wollongong,6.373,67.5,,,,,,,,,,,,,,,,2024,Tier 3,3rd,,,,,2.0
1401,Non-Rural,76,69,91,0,0,0,"
",,Australian National University,6.995,81.75,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1402,Non-Rural,54,54,79,0,0,3,"
",,Macquarie University,6.87,66.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1403,Non-Rural,64,60,69,4,0,0,"
",,Deakin University,6.95,65.5,The University of Wollongong,6.906,65.5,,,,,,,,,,,,,,,,2024,,3rd,Did not apply,,,,2.0
1404,Non-Rural,62,59,69,0,0,0,"
",,The University of Wollongong,6.8,64.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,3.0
1405,Non-Rural,61,75,59,0,0,0,"
",,The University of Notre Dame Fremantle,6.875,65.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1406,Non-Rural,65,77,76,0,0,0,"
",,The University of Notre Dame Sydney,6.75,72.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1407,Non-Rural,68,80,60,0,0,0,"
",,The University of Notre Dame Sydney,6.7,69.33,The University of Wollongong,6.75,67.0,,,,,,,,,,,,,,,,2024,,3rd,,,,,1.0
1408,Non-Rural,63,64,71,0,0,0,"
",,The University of Queensland (Metro),7.0,66.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1409,Non-Rural,64,62,61,0,0,0,"
",,The University of Notre Dame Fremantle,6.81,62.33,The University of Melbourne,6.825,62.33,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1410,Non-Rural,63,70,76,0,0,0,"
",,The University of Queensland (Metro),7.0,69.67,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1411,Non-Rural,59,64,71,2,0,0,"
",,Macquarie University,6.813,66.25,The University of Queensland (Metro),6.74,64.67,The University of Notre Dame Sydney,6.813,64.67,Griffith University,6.813,66.25,Deakin University,6.813,66.25,The University of Notre Dame Fremantle,6.813,64.67,,,,2024,,3rd,Did not apply,,,,0.0
1412,Non-Rural,61,73,66,0,0,0,"
",,The University of Western Australia,6.953,66.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1413,Non-Rural,63,75,70,6,0,0,"
",,Deakin University,6.792,69.5,,,,,,,,,,,,,,,,,,,2024,,,Did not apply,,,,0.0
1414,Non-Rural,50,66,70,0,0,0,"
",,The University of Western Australia,6.948,64.0,The University of Wollongong,6.948,64.0,,,,,,,,,,,,,,,,2024,,2nd,,,,,1.0
1415,Non-Rural,78,77,61,0,0,0,"
",,The University of Queensland (Metro),6.6,72.0,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1416,Non-Rural,52,66,66,0,0,0,"
",,The University of Notre Dame Fremantle,7.0,61.33,Griffith University,7.0,62.5,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1417,Non-Rural,61,79,75,0,0,0,"
",,The University of Melbourne,6.704,71.67,,,,,,,,,,,,,,,,,,,2024,,,,Yes,,,0.0
1418,Non-Rural,70,63,80,0,0,0,"
",,The University of Western Australia,6.42,73.25,The University of Melbourne,6.38,71.0,Deakin University,6.36,73.25,The University of Notre Dame Sydney,6.36,71.0,The University of Wollongong,6.36,73.25,The University of Notre Dame Fremantle,6.36,71.0,,,,2024,,2nd,Did not apply,No,,,0.0
1419,Rural,52,66,57,14,0,0,"
",,Deakin University,6.57,58.0,,,,,,,,,,,,,,,,,,,2024,,3rd,Tier 3,,,,0.0
1420,Non-Rural,71,85,79,0,0,0,"
",,The University of Melbourne,6.677,78.33,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1421,Non-Rural,62,65,73,0,0,0,"i applied to uwa only, csp and bmp. the gpa i submitted is the weighted gemsas calculated gpa
",,The University of Western Australia,6.99,68.25,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1422,Rural,55,57,61,0,0,0,"
",,The University of Wollongong,6.91,58.5,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,5.0
1423,Rural,62,64,71,0,0,0,"
",,The University of Melbourne,6.6,65.67,,,,,,,,,,,,,,,,,,,2024,,4th,,Yes,,,0.0
1424,Non-Rural,67,62,65,0,0,0,"
",,The University of Notre Dame Fremantle,6.59,64.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1425,Non-Rural,64,78,64,0,0,0,"
",,The University of Queensland (Metro),6.69,68.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1426,Non-Rural,63,76,59,0,0,0,"
",,The University of Wollongong,6.424,64.25,,,,,,,,,,,,,,,,,,,2024,,2nd,,,,,4.0
1427,Non-Rural,66,66,59,0,0,0,"
",,The University of Notre Dame Sydney,6.927,63.67,Griffith University,7.0,62.5,,,,,,,,,,,,,,,,2024,,4th,,,,HDR,0.0
1428,Non-Rural,59,61,55,0,0,0,"
",,The University of Wollongong,6.55,57.5,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,5.0
1429,Non-Rural,62,66,71,0,0,0,"
",,Macquarie University,6.65,67.5,The University of Melbourne,6.65,66.33,,,,,,,,,,,,,,,,2024,,3rd,,No,,,0.0
1430,Non-Rural,66,77,69,0,0,0,"
",,The University of Western Australia,6.802,70.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1431,Non-Rural,64,82,72,0,0,0,"
",,The University of Queensland (Metro),6.345,72.67,Griffith University,6.377,72.5,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1432,Non-Rural,66,68,78,0,0,0,"
",,The University of Notre Dame Fremantle,6.625,70.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,WA Res,,0.0
1433,Non-Rural,69,69,75,0,0,0,"i got a rejection from uow, but the other universities haven't said anything to me.
",,The University of Notre Dame Fremantle,6.15,71.0,The University of Wollongong,6.15,72.0,The University of Queensland (RMP),6.15,71.0,Griffith University,6.15,72.0,,,,,,,,,,2024,Tier 3,1st,,,,,2.0
1434,Non-Rural,66,70,68,0,0,0,"
",,The University of Notre Dame Sydney,6.67,68.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1435,Non-Rural,63,67,65,0,0,0,"
",,The University of Notre Dame Sydney,6.729,65.0,The University of Melbourne,6.725,65.0,Deakin University,6.729,65.0,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1436,Non-Rural,79,64,75,0,0,0,"
",,The University of Queensland (Metro),6.569,72.67,The University of Notre Dame Sydney,6.596,72.67,,,,,,,,,,,,,,,,2024,,2nd,,,,,0.0
1437,Non-Rural,61,81,65,0,0,0,"
",,The University of Melbourne,6.9,69.0,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1438,Non-Rural,51,69,81,0,2,0,"
",,Australian National University,6.869,70.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1439,Non-Rural,65,80,56,0,0,0,"
",,The University of Notre Dame Sydney,6.77,67.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1440,Non-Rural,69,66,74,0,0,0,"
",,The University of Queensland (Metro),6.685,69.67,The University of Melbourne,6.579,69.67,,,,,,,,,,,,,,,,2024,,3rd,,No,,,0.0
1441,Non-Rural,66,83,68,0,0,0,"
",,The University of Melbourne,6.875,72.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1442,Non-Rural,58,74,65,0,0,0,"
",,The University of Notre Dame Sydney,6.99,65.67,The University of Wollongong,6.99,65.5,,,,,,,,,,,,,,,,2024,,4th,,,,,1.0
1443,Non-Rural,58,63,74,0,0,0,"
",,The University of Notre Dame Sydney,6.814,65.0,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1444,Non-Rural,59,61,72,0,0,0,"no
",,The University of Western Australia,6.9,66.0,Griffith University,6.9,66.0,The University of Queensland (Metro),6.9,64.0,The University of Wollongong,6.9,66.0,,,,,,,,,,2024,,3rd,,,,,0.0
1445,Non-Rural,75,66,71,0,0,0,"2nd application, interviewed last yr at unimelb
",,The University of Melbourne,6.975,70.67,,,,,,,,,,,,,,,,,,,2024,,4th,,Yes,,,0.0
1446,Rural,50,50,50,14,0,0,"my gamsat scores are n/a as i didn’t sit it since i am applying for a rural position
",,Deakin University,5.625,50.0,,,,,,,,,,,,,,,,,,,2024,,,Tier 1,,,,0.0
1447,Non-Rural,61,57,71,0,0,0,"
",,The University of Wollongong,6.0,65.0,The University of Notre Dame Sydney,6.2,63.0,,,,,,,,,,,,,,,,2024,,4th,,,,,3.0
1448,Non-Rural,62,80,86,0,0,0,"
",,The University of Melbourne,6.875,76.0,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1449,Non-Rural,70,78,63,4,0,0,"
",,Deakin University,6.929,68.5,The University of Melbourne,6.61,70.33,,,,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1450,Non-Rural,61,72,57,0,0,0,"
",,The University of Notre Dame Fremantle,6.896,63.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1451,Rural,60,61,54,0,0,0,"
",,The University of Wollongong,6.7,57.25,,,,,,,,,,,,,,,,,,,2024,,1st,,,,,5.0
1452,Non-Rural,70,74,86,0,0,0,"
",,The University of Melbourne,6.31,76.67,Australian National University,6.31,79.0,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1453,Non-Rural,62,66,100,0,0,0,"
",,The University of Western Australia,6.917,82.0,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1454,Rural,58,57,53,0,0,0,"
",,The University of Queensland (RMP),6.023,56.0,,,,,,,,,,,,,,,,,,,2024,Tier 1 (DD),,,,,,0.0
1455,Non-Rural,67,59,80,0,0,0,"
",,The University of Queensland (RMP),6.75,68.67,Griffith University,6.51,71.5,,,,,,,,,,,,,,,,2024,Tier 3,3rd,,,,,0.0
1456,Non-Rural,65,81,59,0,0,0,"
",,The University of Wollongong,5.8,66.0,The University of Notre Dame Sydney,5.8,68.33,,,,,,,,,,,,,,,,2024,,4th,,,,,4.0
1457,Non-Rural,68,68,84,0,0,0,"
",,The University of Melbourne,7.0,73.33,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1458,Rural,66,77,60,0,0,0,"
",,The University of Western Australia,6.449,65.75,,,,,,,,,,,,,,,,,,,2024,,3rd,,,,,0.0
1459,Non-Rural,66,78,71,0,0,0,"
",,The University of Notre Dame Sydney,6.99,71.67,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1460,Non-Rural,60,60,73,0,0,0,"
",,The University of Western Australia,7.0,66.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1461,Non-Rural,70,73,59,4,0,0,"
",,,,,The University of Notre Dame Sydney,6.25,67.33,The University of Wollongong,6.25,65.25,Australian National University,6.25,65.25,The University of Melbourne,6.25,67.33,Deakin University,6.25,65.25,Griffith University,6.25,65.25,2024,,2nd,Did not apply,No,,,3.0
1462,Rural,60,60,51,4,0,0,"
",,The University of Wollongong,6.0,55.5,Deakin University,6.0,55.5,,,,,,,,,,,,,,,,2024,,4th,Did not apply,,,,2.0
1463,Non-Rural,72,73,72,6,0,0,"
",,Deakin University,6.972,72.25,,,,,,,,,,,,,,,,,,,2024,,4th,Did not apply,,,,0.0
1464,Non-Rural,65,73,75,0,0,0,"
",,The University of Melbourne,6.95,71.0,,,,,,,,,,,,,,,,,,,2024,,,,No,,,0.0
1465,Non-Rural,77,67,71,0,0,0,"
",,The University of Western Australia,6.8,71.5,,,,,,,,,,,,,,,,,,,2024,,,,,,,0.0
1466,Non-Rural,60,82,62,0,0,0,"
",,The University of Queensland (RMP),6.7,68.0,The University of Melbourne,6.67,68.0,Deakin University,6.7,66.5,,,,,,,,,,,,,2024,Tier 3,,Did not apply,No,,,0.0
1467,Non-Rural,61,84,60,0,0,0,"
",,The University of Notre Dame Sydney,6.712,68.33,Macquarie University,6.712,66.25,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1468,Non-Rural,67,65,74,4,0,0,"
",,Deakin University,6.771,70.0,,,,,,,,,,,,,,,,,,,2024,,,Did not apply,,,,0.0
1469,Non-Rural,59,81,56,8,0,0,"
",,Deakin University,6.667,63.0,,,,,,,,,,,,,,,,,,,2024,,4th,Did not apply,,,,0.0
1470,Non-Rural,62,67,69,12,0,0,"
",,Deakin University,6.708,66.75,,,,,,,,,,,,,,,,,,,2024,,,Did not apply,,,,0.0
1471,Non-Rural,74,69,84,0,0,0,"
",,The University of Melbourne,6.988,75.67,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
1472,Non-Rural,63,68,61,0,0,0,"
",,The University of Queensland (RMP),7.0,64.0,The University of Wollongong,6.573,63.25,,,,,,,,,,,,,,,,2024,Tier 3,2nd,,,,,1.0
1473,Non-Rural,64,73,64,0,0,0,"
",,Macquarie University,6.719,66.25,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1474,Non-Rural,66,72,68,4,0,0,"
",,Griffith University,6.77,68.5,The University of Melbourne,6.77,68.67,Deakin University,6.77,68.5,,,,,,,,,,,,,2024,,4th,Did not apply,No,,,0.0
1475,Non-Rural,56,61,51,0,0,0,"
",,The University of Wollongong,6.104,54.75,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,3.0
1476,Non-Rural,61,82,62,0,0,0,"4th qrt casper
",,The University of Notre Dame Sydney,6.3,68.33,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,0.0
1477,Non-Rural,62,70,67,0,0,0,"
",,The University of Queensland (RMP),6.844,66.33,,,,,,,,,,,,,,,,,,,2024,Tier 3,3rd,,,,,0.0
1478,Rural,67,79,64,0,0,0,"
",,The University of Wollongong,5.5,68.5,,,,,,,,,,,,,,,,,,,2024,,4th,,,,,5.0
1479,Non-Rural,64,74,66,0,0,0,"
",,,,,The University of Notre Dame Sydney,6.3,68.0,The University of Notre Dame Fremantle,6.3,68.0,,,,,,,,,,,,,2024,,4th,,,,,0.0
1480,Non-Rural,60,70,71,0,0,0,"
",,The University of Melbourne,6.98,67.0,,,,,,,,,,,,,,,,,,,2024,,4th,,No,,,0.0
